,bzip2_amd64_darwin_clang_28dc2ee7.json,bzip2_amd64_darwin_gcc_885ac7de.json,bzip2_amd64_darwin_go_cd368ba0.json,bzip2_amd64_darwin_rs-pure_672b9aab.json,bzip2_amd64_darwin_rs-sys_089b3292.json,bzip2_amd64_darwin_tgo_e9ce53c1.json,bzip2_amd64_linux_clang_2430eb37.json,bzip2_amd64_linux_gcc_4399a2b9.json,bzip2_amd64_linux_go_62958439.json,bzip2_amd64_linux_rs-pure_227bfcee.json,bzip2_amd64_linux_rs-sys_90d77d68.json,bzip2_amd64_linux_tgo_339261c9.json,bzip2_amd64_windows_clang.exe_ac39e1ca.json,bzip2_amd64_windows_gcc.exe_6c63c1e7.json,bzip2_amd64_windows_go.exe_475848bc.json,bzip2_amd64_windows_msvc.exe_bf6ed930.json,bzip2_amd64_windows_rs-pure.exe_0f1bb339.json,bzip2_amd64_windows_rs-sys.exe_e8875bd0.json,bzip2_arm64_darwin_clang_48b110af.json,bzip2_arm64_darwin_gcc_87a53fd3.json,bzip2_arm64_darwin_go_f857338e.json,bzip2_arm64_darwin_rs-pure_4270a245.json,bzip2_arm64_darwin_rs-sys_26360764.json,bzip2_arm64_darwin_tgo_91b83a84.json,bzip2_arm64_linux_clang_1ab795bb.json,bzip2_arm64_linux_gcc_96b9e9ad.json,bzip2_arm64_linux_go_8a45dfb5.json,bzip2_arm64_linux_rs-pure_434c6cad.json,bzip2_arm64_linux_rs-sys_0cdcf5cb.json,bzip2_arm64_linux_tgo_5485493c.json,bzip2_arm64_windows_clang.exe_bbfd25d7.json,bzip2_arm64_windows_go.exe_f32aecb8.json,bzip2_arm64_windows_msvc.exe_2fc063be.json,bzip2_arm64_windows_rs-pure.exe_70f3ba79.json,bzip2_arm64_windows_rs-sys.exe_223cea53.json
bzip2_amd64_linux_rs-sys_90d77d68.json,,,,,,,,,,,1.00,0.33,0.51,0.28,0.53,0.26,0.56,0.57,0.25,0.24,0.51,0.69,0.68,0.33,0.26,0.25,0.55,0.69,0.69,0.35,0.55,0.47,0.36,0.57,0.57
bzip2_amd64_linux_tgo_339261c9.json,,,,,,,,,,,,1.00,0.39,0.32,0.37,0.33,0.33,0.33,0.28,0.27,0.36,0.34,0.35,0.63,0.29,0.30,0.36,0.35,0.35,0.75,0.36,0.39,0.53,0.33,0.34
bzip2_amd64_windows_clang.exe_ac39e1ca.json,,,,,,,,,,,,,1.00,0.29,0.57,0.32,0.51,0.51,0.27,0.27,0.57,0.53,0.54,0.38,0.27,0.27,0.60,0.53,0.54,0.40,0.75,0.58,0.50,0.52,0.52
bzip2_amd64_windows_gcc.exe_6c63c1e7.json,,,,,,,,,,,,,,1.00,0.28,0.55,0.25,0.25,0.48,0.47,0.27,0.27,0.27,0.35,0.55,0.62,0.28,0.27,0.27,0.33,0.29,0.28,0.33,0.25,0.25
bzip2_amd64_windows_go.exe_475848bc.json,,,,,,,,,,,,,,,1.00,0.28,0.45,0.46,0.25,0.24,0.66,0.53,0.53,0.34,0.26,0.26,0.69,0.52,0.53,0.38,0.61,0.58,0.38,0.47,0.47
bzip2_amd64_windows_msvc.exe_bf6ed930.json,,,,,,,,,,,,,,,,1.00,0.28,0.28,0.43,0.41,0.27,0.28,0.28,0.37,0.45,0.48,0.28,0.28,0.28,0.34,0.31,0.29,0.37,0.28,0.28
bzip2_amd64_windows_rs-pure.exe_0f1bb339.json,,,,,,,,,,,,,,,,,1.00,0.99,0.24,0.23,0.45,0.63,0.63,0.34,0.22,0.22,0.50,0.63,0.62,0.35,0.53,0.44,0.39,0.86,0.85
bzip2_amd64_windows_rs-sys.exe_e8875bd0.json,,,,,,,,,,,,,,,,,,1.00,0.24,0.24,0.45,0.63,0.63,0.34,0.22,0.22,0.50,0.63,0.63,0.35,0.53,0.45,0.39,0.86,0.86
bzip2_arm64_darwin_clang_48b110af.json,,,,,,,,,,,,,,,,,,,1.00,0.91,0.25,0.24,0.24,0.30,0.76,0.58,0.26,0.24,0.24,0.28,0.26,0.27,0.29,0.24,0.24
bzip2_arm64_darwin_gcc_87a53fd3.json,,,,,,,,,,,,,,,,,,,,1.00,0.24,0.24,0.24,0.29,0.72,0.57,0.25,0.24,0.24,0.28,0.26,0.26,0.28,0.24,0.24
bzip2_arm64_darwin_go_f857338e.json,,,,,,,,,,,,,,,,,,,,,1.00,0.52,0.53,0.34,0.25,0.26,0.70,0.52,0.52,0.37,0.61,0.60,0.38,0.46,0.47
bzip2_arm64_darwin_rs-pure_4270a245.json,,,,,,,,,,,,,,,,,,,,,,1.00,0.99,0.35,0.24,0.25,0.55,0.93,0.93,0.36,0.57,0.47,0.37,0.70,0.70
bzip2_arm64_darwin_rs-sys_26360764.json,,,,,,,,,,,,,,,,,,,,,,,1.00,0.35,0.24,0.25,0.56,0.92,0.93,0.36,0.57,0.47,0.38,0.69,0.70
bzip2_arm64_darwin_tgo_91b83a84.json,,,,,,,,,,,,,,,,,,,,,,,,1.00,0.31,0.32,0.36,0.35,0.36,0.65,0.37,0.39,0.52,0.34,0.34
bzip2_arm64_linux_clang_1ab795bb.json,,,,,,,,,,,,,,,,,,,,,,,,,1.00,0.67,0.26,0.25,0.25,0.30,0.27,0.27,0.29,0.22,0.22
bzip2_arm64_linux_gcc_96b9e9ad.json,,,,,,,,,,,,,,,,,,,,,,,,,,1.00,0.26,0.25,0.25,0.30,0.26,0.27,0.30,0.23,0.23
bzip2_arm64_linux_go_8a45dfb5.json,,,,,,,,,,,,,,,,,,,,,,,,,,,1.00,0.55,0.56,0.38,0.64,0.78,0.40,0.52,0.52
bzip2_arm64_linux_rs-pure_434c6cad.json,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.00,0.99,0.36,0.56,0.47,0.38,0.70,0.70
bzip2_arm64_linux_rs-sys_0cdcf5cb.json,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.00,0.37,0.57,0.47,0.38,0.69,0.70
bzip2_arm64_linux_tgo_5485493c.json,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.00,0.39,0.41,0.58,0.36,0.36
bzip2_arm64_windows_clang.exe_bbfd25d7.json,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.00,0.54,0.55,0.55,0.55
bzip2_arm64_windows_go.exe_f32aecb8.json,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.00,0.44,0.46,0.46
bzip2_arm64_windows_msvc.exe_2fc063be.json,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.00,0.39,0.39
bzip2_arm64_windows_rs-pure.exe_70f3ba79.json,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.00,0.99
bzip2_arm64_windows_rs-sys.exe_223cea53.json,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.00

total duration,"1218m 35.33s (73,115,332,083,320 nsec)"
