result,637690542,1.0000000000000002
left,birthmark,bzip2-1.0.1,/Users/tamada/researches/2026snpd_tamada_experiments/experiments/experiment0/executables/bzip2-1.0.1,op-seq,2026-04-17T04:57:54.745901+00:00,4045000
right,birthmark,bzip2-1.0.1,/Users/tamada/researches/2026snpd_tamada_experiments/experiments/experiment0/executables/bzip2-1.0.1,op-seq,2026-04-17T04:57:54.745901+00:00,4045000
matrix,,entry,_mySIGSEGVorSIGBUScatcher,_addFlagsFromEnvVar,_snocString,_usage,_mySignalCatcher,_compress,_uncompress,_testf,_showFileNames,_cleanUpAndFail,_cadvise,_outOfMemory,_panic,_setInterimPermissions,_pad,_copyDatePermissionsAndOwner,_uInt64_toAscii,_configError,_crcError,_OUTLINED_FUNCTION_0,_OUTLINED_FUNCTION_1,_BZ2_blockSort,_fallbackSort,_mainGtU,_BZ2_hbMakeCodeLengths,_BZ2_hbAssignCodes,_BZ2_hbCreateDecodeTables,_BZ2_bsInitWrite,_BZ2_compressBlock,_bsPutUInt32,_BZ2_decompress,_BZ2_bzlibVersion,_BZ2_bzCompressInit,_default_bzalloc,_default_bzfree,_BZ2_bzCompress,_handle_compress,_BZ2_bzCompressEnd,_BZ2_bzDecompressInit,_BZ2_indexIntoF,_BZ2_bzDecompress,_BZ2_bzDecompressEnd,_BZ2_bzWriteOpen,_BZ2_bzWrite,_BZ2_bzWriteClose,_BZ2_bzWriteClose64,_BZ2_bzReadOpen,_BZ2_bzReadClose,_BZ2_bzRead,_BZ2_bzReadGetUnused,_BZ2_bzBuffToBuffCompress,_BZ2_bzBuffToBuffDecompress,_BZ2_bzopen,_bzopen_or_bzdopen,_BZ2_bzdopen,_BZ2_bzread,_BZ2_bzwrite,_BZ2_bzflush,_BZ2_bzclose,_BZ2_bzerror,_add_pair_to_block,_ioError,_compressedStreamEOF,_main.cold.2,_main.cold.3,_BZ2_bz__AssertH__fail
0,entry,1.0000000000000002,0.8628096814301593,0.5684042618315671,0.6563505001074051,0.5097314647062574,0.6931061338462483,0.9574400004357461,0.9783050070289967,0.9931686128472177,0.7287128272522317,0.9927752698779416,0.43152404431018326,0.7412606629664211,0.7412606629664211,0.04976085189475413,0.8140556554438629,0.8262978958275362,0.3141141651142411,0.7230378192975598,0.7581573855966603,0.5891824880432538,0.0271488517788358,0.9791663076385541,0.6956715336223247,0.08416168454749852,0.6609418086264911,0.4542803014004541,0.17070580210293462,0.0143262217867487,0.9622155215849675,0.125308399902346,0.9731668829273346,0.12601929706295423,0.5706227526364449,0.019197137194243256,0.039636356992601846,0.13913122604290848,0.41893847246170673,0.10729913807917457,0.12396973282937156,0.3909602820791269,0.3878533229009075,0.10729913807917457,0.15744670878636183,0.07763149083384442,0.0271488517788358,0.09955504668376647,0.13880655792277272,0.0454815664588131,0.09010542090814883,0.04597043264851596,0.8427501261625424,0.9466296249052542,0.03143074241918864,0.9178769347550526,0.03143074241918864,0.3641077853630533,0.5480604937852781,0.12601929706295423,0.5225374834700725,0.030299258616233424,0.04295744132796943,0.7581573855966603,0.7644437830428455,0.040430692164487726,0.6931061338462483,0.543607179680301
1,_mySIGSEGVorSIGBUScatcher,0.8628096814301593,1.0000000000000002,0.6168246623524826,0.8892272274656976,0.8384954803521664,0.9334557717919229,0.8415051467693104,0.861714244536312,0.8951054929821854,0.8242304188204481,0.8814556303770336,0.7945254619690877,0.9274773448271414,0.9274773448271414,0.20766619745980924,0.8775211786579771,0.8502079424861233,0.36235865007281104,0.9505848293622025,0.9095583841963573,0.8948158811736556,0.18939682326212925,0.7489790345217142,0.642958782329641,0.1707241357397965,0.6850004306096352,0.5090767837187208,0.22900413595446292,0.0765278731793381,0.8089180208908247,0.11641423240402103,0.827196123261391,0.4329070245991526,0.5585424530710149,0.13392377806384168,0.20247372079721848,0.34890635680986704,0.4291684630086443,0.23815465829015015,0.18010579199658489,0.5746741079270504,0.4502229100981035,0.23815465829015015,0.3833312606217995,0.20339694883788187,0.18939682326212925,0.22484169282850555,0.2618651388782761,0.14157729366190822,0.2588036672173736,0.1464486253045317,0.7706281525516857,0.8111437952509232,0.19882524681270178,0.8936942348314906,0.19882524681270178,0.6079718616547141,0.7614427240193006,0.4329070245991526,0.5309113126170658,0.09789478429803712,0.091172095824767,0.9095583841963573,0.8924666816457841,0.21920320842979865,0.9334557717919229,0.829895299363899
2,_addFlagsFromEnvVar,0.5684042618315671,0.6168246623524826,0.9999999999999999,0.6313680768004906,0.5371675961612659,0.49892720513392214,0.40246203667771224,0.46511583813974894,0.5584269451633811,0.801993066573518,0.5988743609682189,0.5983953861725426,0.43642538967990974,0.43642538967990974,0.1504045479689854,0.7166746552359097,0.37703701271312995,0.48552876374541004,0.6299549002537993,0.392791153317254,0.5595905660700708,0.04641183303571368,0.5169428838815612,0.8530862030300996,0.39641703281119384,0.8735063719474963,0.8672935628280602,0.6704986387589282,0.23629047744132703,0.4331717076710646,0.41828564572194615,0.46054543191112735,0.34344756446428126,0.6472723083894755,0.05907261936033176,0.17365717791179694,0.6870704391123507,0.6892372588423791,0.5363771925982761,0.5711841163775865,0.7451263257050622,0.7234971266554521,0.5363771925982761,0.6850952660311592,0.48998524834473056,0.04641183303571368,0.5645919961513952,0.6719507596046045,0.42334784656327173,0.503132253864177,0.40930713263290613,0.7650190672788192,0.6213907880392947,0.15915943255064458,0.6068103049609115,0.15915943255064458,0.6745486479761834,0.6609884081794885,0.34344756446428126,0.6127820922488622,0.4394019973435845,0.3541115865633056,0.392791153317254,0.36225630537643205,0.12269844702733018,0.49892720513392214,0.4982478346209476
3,_snocString,0.6563505001074051,0.8892272274656976,0.6313680768004906,1,0.866077698425577,0.8953697823254084,0.6458903116924465,0.6663227403347115,0.704554295609942,0.7745644098378819,0.7034165082233209,0.800933856165856,0.8907382871307888,0.8907382871307888,0.44916112704692723,0.8219867206442828,0.7665369434097086,0.4175174869957442,0.9063269671749657,0.8741838393628372,0.8019652685281737,0.4213504858001922,0.5291153628799834,0.6159901364072943,0.2796368015598159,0.6561664275221247,0.5180090089306685,0.3607088163051689,0.23409554595865587,0.6161106094625972,0.23723941144438726,0.627160448962928,0.4213504858001922,0.5875360529928948,0.34050261230349943,0.4504426164614508,0.5147213574392512,0.5252593195737405,0.3296220093108895,0.32496156069003435,0.5452322350826353,0.5324466359552082,0.3296220093108895,0.6035835044121728,0.42524764086899697,0.4213504858001922,0.4356057248350534,0.49377723327389256,0.2994126335419951,0.483226859017422,0.36707224974630875,0.6705791829380239,0.6660113098723955,0.4177522091055419,0.7871502498360946,0.4177522091055419,0.6978597864711069,0.8084900286844691,0.4213504858001922,0.567668462559475,0.21778620259218834,0.24276575136453202,0.8741838393628372,0.8581874921674656,0.48766065222237814,0.8953697823254084,0.879173964527716
4,_usage,0.5097314647062574,0.8384954803521664,0.5371675961612659,0.866077698425577,0.9999999999999998,0.9486832980505138,0.4846176124813299,0.5066412509231009,0.5586358033234355,0.7474093186836597,0.5465935972333866,0.9068453126375146,0.8885233166386385,0.8885233166386385,0.40451991747794525,0.7474093186836597,0.6171332041665734,0.33041394422125814,0.9315885051121782,0.8392543274162825,0.926302172234155,0.4743416490252569,0.36359067926773175,0.48838976108758664,0.25942585774759064,0.570492626570001,0.4394802124588286,0.32179399700835537,0.22360679774997896,0.4452708647845341,0.18435651521805277,0.46609934802276465,0.6324555320336759,0.3945507151635723,0.33541019662496846,0.33806170189140655,0.48201867954981187,0.4037053326491151,0.33996414629706817,0.2237603211444811,0.5926377579897537,0.46068001041045975,0.33996414629706817,0.46921249615938304,0.28630778725048844,0.4743416490252569,0.3256161393853272,0.3128840681937159,0.285997326083418,0.3744982812451903,0.21680684567912825,0.5447011548388228,0.48822379257897447,0.5163977794943222,0.6154873291176155,0.5163977794943222,0.7181324987175316,0.7416198487095663,0.6324555320336759,0.4906341692287727,0.28603877677367767,0.20980390899998025,0.8392543274162825,0.8023687558959135,0.5393598899705937,0.9486832980505138,0.9814954576223637
5,_mySignalCatcher,0.6931061338462483,0.9334557717919229,0.49892720513392214,0.8953697823254084,0.9486832980505138,0.9999999999999998,0.718753031148684,0.7258490599356924,0.7486986189815724,0.722185380728474,0.7139376894070003,0.8316320352807863,0.9834151021607785,0.9834151021607785,0.31980107453341566,0.7878385971583353,0.8021187070074423,0.333578817407419,0.9547032697824666,0.9583727150068314,0.9212884029599914,0.37499999999999994,0.5569073134561492,0.5139142464072872,0.20509414860630643,0.5928277094262107,0.3474396144861517,0.25440049197895315,0.17677669529663687,0.6781075658406609,0.14574662239513503,0.6920022319614305,0.4999999999999999,0.5198662134855092,0.2651650429449553,0.26726124191242434,0.3810692255310577,0.4411711261247332,0.26876525627335834,0.1768980661968237,0.46852128566581813,0.44094042742678596,0.26876525627335834,0.3709450486191646,0.22634617988861522,0.37499999999999994,0.2574221608421234,0.24735657476789685,0.22610073878537096,0.29606688713828,0.17140086116567016,0.6206052821861883,0.6575866930742397,0.40824829046386296,0.7977353422916097,0.40824829046386296,0.6274950199005567,0.6929023281557339,0.4999999999999999,0.5323848190525461,0.2261335084333227,0.1658645536116593,0.9583727150068314,0.9363892446617741,0.42640143271122083,0.9999999999999998,0.9585144756340406
6,_compress,0.9574400004357461,0.8415051467693104,0.40246203667771224,0.6458903116924465,0.4846176124813299,0.718753031148684,1,0.9961659704957656,0.9763997374414666,0.572897806872337,0.9415696357640458,0.37356250802882784,0.7935517739000953,0.7935517739000953,0.032300992819351386,0.7179892439945676,0.8962715503791411,0.26989164428087975,0.6885473672498394,0.8253509157328554,0.5656355183758226,0.020551163055036764,0.9225982576679191,0.5568759131114115,0.0374968537809706,0.5523984396760888,0.23446713708713102,0.08614356323199951,0.006590032599325474,0.9908123441395202,0.06790308391071034,0.9922053030228281,0.04731546842903813,0.6022050294871333,0.015883668316322937,0.023502916334730936,0.062491055478408185,0.3972567420990916,0.051380824234442145,0.06394152771033206,0.19346883578402949,0.3122797277809086,0.051380824234442145,0.07148679837425914,0.03664957833156546,0.020551163055036764,0.04818648938048506,0.06754453006851537,0.020902130513673945,0.04183514899376459,0.021936859348786905,0.7273709147049892,0.9039990935803845,0.022243195325720146,0.9382047616680946,0.022243195325720146,0.26991109821348586,0.4385598520330864,0.04731546842903813,0.4888539262962662,0.014266150505366015,0.020460601372011476,0.8253509157328554,0.8408409719323054,0.027817574257674855,0.718753031148684,0.5429218606964747
7,_uncompress,0.9783050070289967,0.861714244536312,0.46511583813974894,0.6663227403347115,0.5066412509231009,0.7258490599356924,0.9961659704957656,0.9999999999999999,0.9911949176454522,0.6316939216947658,0.966543046807827,0.4055530447884559,0.79215374338609,0.79215374338609,0.04307972121941585,0.7599682382473121,0.8873679798457934,0.29220866813696483,0.7141099009493992,0.8189650577087609,0.5863547384355747,0.026499908634275135,0.9450885551522679,0.6107632836858046,0.05889961349906147,0.5982589320943134,0.3095893440886381,0.12309108539934487,0.016395981959104904,0.990918216313892,0.09361930164795354,0.995300462480226,0.07673931875342174,0.6067811575581872,0.020299787187463215,0.0360021923351576,0.09903065866482148,0.4176000294812382,0.07908670362335521,0.09333606635702035,0.2618089544526698,0.3487105180552227,0.07908670362335521,0.11219952156338071,0.06248833474608865,0.026499908634275135,0.07728016249420318,0.1033493432223157,0.03960551265243694,0.07038538954864575,0.04141684555767568,0.7735765398713589,0.9277534297141451,0.03358255869190244,0.9456870700343549,0.03358255869190244,0.31350115819792074,0.48541194073462013,0.07673931875342174,0.5130327634327579,0.029546439527556305,0.03609333006811776,0.8189650577087609,0.83127668589344,0.03707680924621856,0.7258490599356924,0.5578040544607575
8,_testf,0.9931686128472177,0.8951054929821854,0.5584269451633811,0.704554295609942,0.5586358033234355,0.7486986189815724,0.9763997374414666,0.9911949176454522,1,0.7179399913680198,0.9877837997372091,0.47446627137250125,0.7976314625838298,0.7976314625838298,0.07062894518775148,0.8205321593257249,0.8724841462304295,0.32846170463198765,0.7628067659754172,0.8141124186085572,0.6359515940031409,0.041409889701041834,0.9553519791372932,0.6832643575738352,0.10240225428538033,0.6668989767801792,0.4212240366972824,0.18377003153948313,0.0364633983366487,0.9743885734303777,0.13321077836163456,0.9837131948007977,0.14141867992242588,0.6120485728097597,0.02928121381579366,0.057633270934190926,0.17225843050654302,0.4503158627310297,0.133291986271096,0.1454213542041631,0.37265358920241615,0.4081016144267335,0.133291986271096,0.18649854516422637,0.10906729126911686,0.041409889701041834,0.13000281963606167,0.16436602557987756,0.07788038095838144,0.12436258187974317,0.07781380927616208,0.8323016717872687,0.9472786893996545,0.05805290633079316,0.9503595528717884,0.05805290633079316,0.39408657017713616,0.5613668520818926,0.14141867992242588,0.5474775638866812,0.061249875393778914,0.06581963972103629,0.8141124186085572,0.8197902204288466,0.0589685061237359,0.7486986189815724,0.5957006400894636
9,_showFileNames,0.7287128272522317,0.8242304188204481,0.801993066573518,0.7745644098378819,0.7474093186836597,0.722185380728474,0.572897806872337,0.6316939216947658,0.7179399913680198,1.0000000000000002,0.7746265247885729,0.7832178030674114,0.6640906067234306,0.6640906067234306,0.2799462554779272,0.8620689655172414,0.5472470768885455,0.4254958617443769,0.8309489698388166,0.6195224741298931,0.7444375004781978,0.2626128657194451,0.6635606410492189,0.800843829666476,0.34593741148090323,0.7564419746773968,0.8281976394854439,0.4046707015621221,0.18569533817705186,0.5818740838831751,0.28247982541246375,0.6078169586824891,0.5252257314388902,0.4103980838340402,0.18569533817705186,0.3509312031717982,0.5323919848043474,0.468175885340259,0.40584198139566435,0.29594006644141735,0.7997581636151854,0.5968690650954405,0.40584198139566435,0.5342109735869037,0.37105855462760134,0.2626128657194451,0.41323139675441983,0.4204620135953876,0.30112602640810054,0.418659089024719,0.3032392174315614,0.8607948470873,0.7390304979120517,0.3216337604513385,0.6780354364041827,0.3216337604513385,0.7533177846892134,0.8398387664337815,0.5252257314388902,0.6031850443581293,0.2771326538627136,0.20862068856928048,0.6195224741298931,0.587005866443311,0.2799462554779272,0.722185380728474,0.7191949522280763
