,left,right,cosine,dice,euclidean,jaccard,lcs,levenshtein,simpson,weighted-jaccard
123,birthmarks/bzip2_amd64_darwin_rs-pure_b656f970.json,birthmarks/bzip2_arm64_linux_gcc_a5af3ca9.json,0.022580085,0.021653194,0.0191502,0.01968444,0.014432706,0.011378761,0.024318781,0.015591859
124,birthmarks/bzip2_amd64_darwin_rs-pure_b656f970.json,birthmarks/bzip2_arm64_linux_go_3b3448f2.json,0.578271526,0.604873122,0.435414348,0.521047627,0.316507671,0.228837256,0.736584102,0.335844224
125,birthmarks/bzip2_amd64_darwin_rs-pure_b656f970.json,birthmarks/bzip2_arm64_linux_rs-pure_927550bd.json,0.934671339,0.923972186,0.833163943,0.873681811,0.753307113,0.648301785,0.990917082,0.774100896
126,birthmarks/bzip2_amd64_darwin_rs-pure_b656f970.json,birthmarks/bzip2_arm64_linux_rs-sys_e5a5c625.json,0.920977027,0.910136142,0.820667739,0.860428116,0.740014565,0.636580548,0.975974216,0.761246676
127,birthmarks/bzip2_amd64_darwin_rs-pure_b656f970.json,birthmarks/bzip2_arm64_linux_tgo_d72531be.json,0.291046086,0.273285509,0.240386474,0.237423615,0.199724931,0.157087761,0.355405801,0.192403406
128,birthmarks/bzip2_amd64_darwin_rs-pure_b656f970.json,birthmarks/bzip2_arm64_windows_clang.exe_797eefb0.json,0.668239475,0.641713477,0.547433986,0.56325631,0.422673814,0.321827199,0.760914152,0.434290384
129,birthmarks/bzip2_amd64_darwin_rs-pure_b656f970.json,birthmarks/bzip2_arm64_windows_gcc.exe_4b1549dd.json,0.028935641,0.027819467,0.024679012,0.025198185,0.018459823,0.014426603,0.031350718,0.020172787
130,birthmarks/bzip2_amd64_darwin_rs-pure_b656f970.json,birthmarks/bzip2_arm64_windows_go.exe_ed2de88c.json,0.456567162,0.441725588,0.371917743,0.392925273,0.252725109,0.184780906,0.509522414,0.288403173
131,birthmarks/bzip2_amd64_darwin_rs-pure_b656f970.json,birthmarks/bzip2_arm64_windows_msvc.exe_22595510.json,0.035564084,0.03369356,0.030823732,0.030571495,0.023902282,0.019134824,0.038089657,0.025660759
132,birthmarks/bzip2_amd64_darwin_rs-pure_b656f970.json,birthmarks/bzip2_arm64_windows_rs-pure.exe_1f25dd7f.json,0.155442041,0.153414622,0.129585547,0.140445819,0.10715919,0.087414051,0.171326741,0.106589803
133,birthmarks/bzip2_amd64_darwin_rs-pure_b656f970.json,birthmarks/bzip2_arm64_windows_rs-sys.exe_d6a1dc5d.json,0.15893296,0.156603906,0.132492061,0.143190907,0.109560953,0.089341657,0.175205339,0.108925525
134,birthmarks/bzip2_amd64_darwin_rs-sys_26d20788.json,birthmarks/bzip2_amd64_darwin_tgo_6170c260.json,0.157143505,0.153319374,0.134259384,0.140281426,0.102050807,0.080458671,0.170970614,0.111110389
135,birthmarks/bzip2_amd64_darwin_rs-sys_26d20788.json,birthmarks/bzip2_amd64_linux_clang_ad366643.json,0.018713162,0.018229236,0.015934945,0.016784509,0.012177334,0.009701032,0.020184031,0.013136695
136,birthmarks/bzip2_amd64_darwin_rs-sys_26d20788.json,birthmarks/bzip2_amd64_linux_gcc_ccc4cf10.json,0.02067231,0.01988494,0.017798454,0.018135843,0.013144551,0.010290605,0.022261799,0.014626005
137,birthmarks/bzip2_amd64_darwin_rs-sys_26d20788.json,birthmarks/bzip2_amd64_linux_go_cf343d1a.json,0.663669105,0.630650042,0.545412393,0.545273644,0.401464268,0.299639672,0.763419869,0.423136405
138,birthmarks/bzip2_amd64_darwin_rs-sys_26d20788.json,birthmarks/bzip2_amd64_linux_rs-pure_f4511389.json,0.820751552,0.842921568,0.696208123,0.75642165,0.682886102,0.579629113,0.970801746,0.614461169
139,birthmarks/bzip2_amd64_darwin_rs-sys_26d20788.json,birthmarks/bzip2_amd64_linux_rs-sys_9751c6e7.json,0.818860593,0.845155256,0.694290701,0.759292235,0.685503868,0.582286877,0.965974168,0.614108501
140,birthmarks/bzip2_amd64_darwin_rs-sys_26d20788.json,birthmarks/bzip2_amd64_linux_tgo_cc1b5a2d.json,0.184299601,0.182067555,0.154507225,0.163808982,0.117387364,0.091253869,0.208073612,0.124698557
141,birthmarks/bzip2_amd64_darwin_rs-sys_26d20788.json,birthmarks/bzip2_amd64_windows_clang.exe_fb68290e.json,0.562164339,0.543715673,0.467828316,0.488008649,0.35564368,0.272533267,0.622736717,0.378427556
142,birthmarks/bzip2_amd64_darwin_rs-sys_26d20788.json,birthmarks/bzip2_amd64_windows_gcc.exe_2a5000a8.json,0.03033017,0.029385271,0.025912446,0.026739899,0.019593339,0.015225606,0.032947462,0.021378313
143,birthmarks/bzip2_amd64_darwin_rs-sys_26d20788.json,birthmarks/bzip2_amd64_windows_go.exe_8d915129.json,0.605847548,0.576106139,0.496273619,0.499897422,0.359797816,0.264728085,0.690401592,0.384368727
144,birthmarks/bzip2_amd64_darwin_rs-sys_26d20788.json,birthmarks/bzip2_amd64_windows_msvc.exe_4eddc4d6.json,0.03692787,0.035695306,0.031638953,0.032722107,0.024615417,0.019676026,0.039774414,0.026533148
145,birthmarks/bzip2_amd64_darwin_rs-sys_26d20788.json,birthmarks/bzip2_amd64_windows_rs-pure.exe_5b22b00c.json,0.135771191,0.133810373,0.113812211,0.123448357,0.095573406,0.079689443,0.147977336,0.094808306
146,birthmarks/bzip2_amd64_darwin_rs-sys_26d20788.json,birthmarks/bzip2_amd64_windows_rs-sys.exe_3e3736a4.json,0.139037958,0.136912044,0.116598572,0.126238797,0.097907747,0.081625545,0.151538323,0.09707632
147,birthmarks/bzip2_amd64_darwin_rs-sys_26d20788.json,birthmarks/bzip2_arm64_darwin_clang_34392dac.json,0.017763029,0.017262324,0.015151908,0.015908769,0.011535272,0.009081176,0.018996735,0.01240429
148,birthmarks/bzip2_amd64_darwin_rs-sys_26d20788.json,birthmarks/bzip2_arm64_darwin_gcc_3894c17c.json,0.019092531,0.018339578,0.016157777,0.016698152,0.011806448,0.00900712,0.020480855,0.012926807
149,birthmarks/bzip2_amd64_darwin_rs-sys_26d20788.json,birthmarks/bzip2_arm64_darwin_go_293ce2f9.json,0.590673718,0.611810152,0.443642262,0.527113881,0.325946391,0.236427999,0.747389885,0.343056498
150,birthmarks/bzip2_amd64_darwin_rs-sys_26d20788.json,birthmarks/bzip2_arm64_darwin_rs-pure_9d252a8f.json,0.947888593,0.938588872,0.865422185,0.900280463,0.789454921,0.698125441,0.990204809,0.816406087
151,birthmarks/bzip2_amd64_darwin_rs-sys_26d20788.json,birthmarks/bzip2_arm64_darwin_rs-sys_b370b5cd.json,0.938731046,0.929470925,0.860457808,0.893172521,0.789056095,0.699588641,0.978035025,0.815292659
152,birthmarks/bzip2_amd64_darwin_rs-sys_26d20788.json,birthmarks/bzip2_arm64_darwin_tgo_f357c0bc.json,0.246860224,0.232304387,0.207066518,0.205138273,0.176831408,0.141766604,0.29355892,0.171746921
153,birthmarks/bzip2_amd64_darwin_rs-sys_26d20788.json,birthmarks/bzip2_arm64_linux_clang_375294fc.json,0.019293973,0.018978571,0.016524661,0.017593267,0.012699027,0.010073019,0.020777679,0.013714375
154,birthmarks/bzip2_amd64_darwin_rs-sys_26d20788.json,birthmarks/bzip2_arm64_linux_gcc_a5af3ca9.json,0.022903301,0.021985123,0.019443241,0.020024164,0.014712818,0.011576073,0.024636391,0.015853779
155,birthmarks/bzip2_amd64_darwin_rs-sys_26d20788.json,birthmarks/bzip2_arm64_linux_go_3b3448f2.json,0.584103077,0.61169766,0.437339489,0.526296254,0.319308973,0.230800615,0.746204078,0.337545666
156,birthmarks/bzip2_amd64_darwin_rs-sys_26d20788.json,birthmarks/bzip2_arm64_linux_rs-pure_927550bd.json,0.93841794,0.927282758,0.832749276,0.875668287,0.750931207,0.645998655,0.996143801,0.771353444
157,birthmarks/bzip2_amd64_darwin_rs-sys_26d20788.json,birthmarks/bzip2_arm64_linux_rs-sys_e5a5c625.json,0.932726182,0.921949896,0.831640796,0.871642723,0.753019786,0.649218691,0.988720689,0.773205734
158,birthmarks/bzip2_amd64_darwin_rs-sys_26d20788.json,birthmarks/bzip2_arm64_linux_tgo_d72531be.json,0.295399634,0.277041226,0.243966397,0.240852185,0.202632366,0.159504849,0.360047492,0.195255089
159,birthmarks/bzip2_amd64_darwin_rs-sys_26d20788.json,birthmarks/bzip2_arm64_windows_clang.exe_797eefb0.json,0.676863347,0.650339529,0.554756117,0.570900979,0.429015504,0.326866748,0.770851885,0.440444207
160,birthmarks/bzip2_amd64_darwin_rs-sys_26d20788.json,birthmarks/bzip2_arm64_windows_gcc.exe_4b1549dd.json,0.029324218,0.028246663,0.025022152,0.025631461,0.01872243,0.014616479,0.031760166,0.02047184
161,birthmarks/bzip2_amd64_darwin_rs-sys_26d20788.json,birthmarks/bzip2_arm64_windows_go.exe_ed2de88c.json,0.461787704,0.447138967,0.375092475,0.39751968,0.255654111,0.186974009,0.516176907,0.290876389
162,birthmarks/bzip2_amd64_darwin_rs-sys_26d20788.json,birthmarks/bzip2_arm64_windows_msvc.exe_22595510.json,0.036049972,0.034263986,0.031278616,0.031173795,0.024277377,0.01944979,0.038587118,0.026105451
163,birthmarks/bzip2_amd64_darwin_rs-sys_26d20788.json,birthmarks/bzip2_arm64_windows_rs-pure.exe_1f25dd7f.json,0.153689312,0.15175623,0.12830412,0.139140555,0.106208883,0.086743032,0.169113833,0.105811996
164,birthmarks/bzip2_amd64_darwin_rs-sys_26d20788.json,birthmarks/bzip2_arm64_windows_rs-sys.exe_d6a1dc5d.json,0.157144785,0.154927123,0.131184832,0.141890665,0.108609765,0.08867277,0.172944473,0.108140063
165,birthmarks/bzip2_amd64_darwin_tgo_6170c260.json,birthmarks/bzip2_amd64_linux_clang_ad366643.json,0.105346863,0.100957404,0.08705238,0.089706681,0.065784992,0.05005282,0.118055556,0.068709896
166,birthmarks/bzip2_amd64_darwin_tgo_6170c260.json,birthmarks/bzip2_amd64_linux_gcc_ccc4cf10.json,0.117283434,0.113660423,0.098240514,0.102280536,0.073247787,0.055683897,0.130208333,0.077840897
167,birthmarks/bzip2_amd64_darwin_tgo_6170c260.json,birthmarks/bzip2_amd64_linux_go_cf343d1a.json,0.203837461,0.195062955,0.172426475,0.175000739,0.12961285,0.101265261,0.223950233,0.140247339
168,birthmarks/bzip2_amd64_darwin_tgo_6170c260.json,birthmarks/bzip2_amd64_linux_rs-pure_f4511389.json,0.147445954,0.144113719,0.124197557,0.126612172,0.092618548,0.070038114,0.170062002,0.097988647
169,birthmarks/bzip2_amd64_darwin_tgo_6170c260.json,birthmarks/bzip2_amd64_linux_rs-sys_9751c6e7.json,0.14971264,0.146525874,0.126173121,0.128830282,0.094216072,0.071324179,0.172610129,0.09960523
170,birthmarks/bzip2_amd64_darwin_tgo_6170c260.json,birthmarks/bzip2_amd64_linux_tgo_cc1b5a2d.json,0.731147617,0.751206294,0.630362388,0.69868737,0.617787615,0.528951761,0.82168331,0.573220217
171,birthmarks/bzip2_amd64_darwin_tgo_6170c260.json,birthmarks/bzip2_amd64_windows_clang.exe_fb68290e.json,0.250981897,0.244788456,0.213628358,0.222782721,0.160980188,0.125055671,0.274547188,0.175350685
172,birthmarks/bzip2_amd64_darwin_tgo_6170c260.json,birthmarks/bzip2_amd64_windows_gcc.exe_2a5000a8.json,0.173039673,0.167301169,0.145694894,0.149433432,0.110807571,0.085046048,0.192708333,0.117104809
173,birthmarks/bzip2_amd64_darwin_tgo_6170c260.json,birthmarks/bzip2_amd64_windows_go.exe_8d915129.json,0.22433869,0.213310319,0.189553164,0.190263117,0.141491244,0.108893837,0.247635426,0.153179357
174,birthmarks/bzip2_amd64_darwin_tgo_6170c260.json,birthmarks/bzip2_amd64_windows_msvc.exe_4eddc4d6.json,0.211107916,0.200310819,0.174507786,0.17831348,0.135991531,0.106170112,0.232638889,0.139982122
175,birthmarks/bzip2_amd64_darwin_tgo_6170c260.json,birthmarks/bzip2_amd64_windows_rs-pure.exe_5b22b00c.json,0.023415119,0.022918597,0.020125468,0.021121034,0.015604221,0.01252189,0.025299776,0.01689007
176,birthmarks/bzip2_amd64_darwin_tgo_6170c260.json,birthmarks/bzip2_amd64_windows_rs-sys.exe_3e3736a4.json,0.023975154,0.023462458,0.020635595,0.021616762,0.015992791,0.012829965,0.0259086,0.017323345
177,birthmarks/bzip2_amd64_darwin_tgo_6170c260.json,birthmarks/bzip2_arm64_darwin_clang_34392dac.json,0.102949991,0.097496869,0.084553025,0.087841181,0.063422924,0.049732451,0.111111111,0.067647751
178,birthmarks/bzip2_amd64_darwin_tgo_6170c260.json,birthmarks/bzip2_arm64_darwin_gcc_3894c17c.json,0.110141288,0.105043832,0.090148922,0.09431359,0.064932783,0.049745586,0.119791667,0.070038321
179,birthmarks/bzip2_amd64_darwin_tgo_6170c260.json,birthmarks/bzip2_arm64_darwin_go_293ce2f9.json,0.197936827,0.19921167,0.161629796,0.178611919,0.118484273,0.089343539,0.228752979,0.126279024
180,birthmarks/bzip2_amd64_darwin_tgo_6170c260.json,birthmarks/bzip2_arm64_darwin_rs-pure_9d252a8f.json,0.158403857,0.155256814,0.135345108,0.14245523,0.102719092,0.080571575,0.172661871,0.112023209
181,birthmarks/bzip2_amd64_darwin_tgo_6170c260.json,birthmarks/bzip2_arm64_darwin_rs-sys_b370b5cd.json,0.160357416,0.157213728,0.136942111,0.144251646,0.10391461,0.081533547,0.174810319,0.113336679
182,birthmarks/bzip2_amd64_darwin_tgo_6170c260.json,birthmarks/bzip2_arm64_darwin_tgo_f357c0bc.json,0.546715038,0.535264935,0.481883324,0.500395505,0.437882257,0.371726073,0.582406471,0.439560017
183,birthmarks/bzip2_amd64_darwin_tgo_6170c260.json,birthmarks/bzip2_arm64_linux_clang_375294fc.json,0.10889397,0.105617033,0.090575016,0.094817395,0.068351664,0.052294925,0.121527778,0.072792611
184,birthmarks/bzip2_amd64_darwin_tgo_6170c260.json,birthmarks/bzip2_arm64_linux_gcc_a5af3ca9.json,0.129144036,0.124857391,0.105925464,0.111705379,0.080423273,0.061551228,0.144097222,0.083596228
185,birthmarks/bzip2_amd64_darwin_tgo_6170c260.json,birthmarks/bzip2_arm64_linux_go_3b3448f2.json,0.198304003,0.196680394,0.16230284,0.174743345,0.119975366,0.091102717,0.229116945,0.126503245
186,birthmarks/bzip2_amd64_darwin_tgo_6170c260.json,birthmarks/bzip2_arm64_linux_rs-pure_927550bd.json,0.15663332,0.153470777,0.133787089,0.140978915,0.101346013,0.079733687,0.170313424,0.110635584
187,birthmarks/bzip2_amd64_darwin_tgo_6170c260.json,birthmarks/bzip2_arm64_linux_rs-sys_e5a5c625.json,0.159049011,0.15586154,0.135799719,0.143194854,0.102875746,0.081067061,0.172921045,0.112252709
188,birthmarks/bzip2_amd64_darwin_tgo_6170c260.json,birthmarks/bzip2_arm64_linux_tgo_d72531be.json,0.426321957,0.423481943,0.36440939,0.386219164,0.314455601,0.254854082,0.47485573,0.311958509
189,birthmarks/bzip2_amd64_darwin_tgo_6170c260.json,birthmarks/bzip2_arm64_windows_clang.exe_797eefb0.json,0.202213825,0.197501738,0.171005296,0.179672487,0.129196798,0.100727846,0.221794378,0.139800358
190,birthmarks/bzip2_amd64_darwin_tgo_6170c260.json,birthmarks/bzip2_arm64_windows_gcc.exe_4b1549dd.json,0.167563896,0.161707713,0.140717812,0.144726786,0.105950796,0.08195388,0.185763889,0.11197511
191,birthmarks/bzip2_amd64_darwin_tgo_6170c260.json,birthmarks/bzip2_arm64_windows_go.exe_ed2de88c.json,0.291277442,0.283285118,0.24400728,0.252223774,0.175796154,0.133050835,0.331224842,0.193532345
192,birthmarks/bzip2_amd64_darwin_tgo_6170c260.json,birthmarks/bzip2_arm64_windows_msvc.exe_22595510.json,0.204570226,0.190411932,0.168798144,0.167403914,0.13096141,0.101893518,0.224392361,0.134101232
193,birthmarks/bzip2_amd64_darwin_tgo_6170c260.json,birthmarks/bzip2_arm64_windows_rs-pure.exe_1f25dd7f.json,0.02674707,0.026260562,0.023068295,0.024247169,0.017868076,0.014339677,0.028914211,0.019300955
194,birthmarks/bzip2_amd64_darwin_tgo_6170c260.json,birthmarks/bzip2_arm64_windows_rs-sys.exe_d6a1dc5d.json,0.027368982,0.026848227,0.023622215,0.024787723,0.018279072,0.01465577,0.029568789,0.019754419
195,birthmarks/bzip2_amd64_linux_clang_ad366643.json,birthmarks/bzip2_amd64_linux_gcc_ccc4cf10.json,0.849445833,0.811479848,0.710044764,0.746730904,0.603631087,0.501782507,0.906666667,0.623888204
196,birthmarks/bzip2_amd64_linux_clang_ad366643.json,birthmarks/bzip2_amd64_linux_go_cf343d1a.json,0.02430163,0.02326609,0.020426356,0.02099665,0.015399815,0.012294331,0.026438569,0.016688568
197,birthmarks/bzip2_amd64_linux_clang_ad366643.json,birthmarks/bzip2_amd64_linux_rs-pure_f4511389.json,0.018390138,0.017986259,0.015926421,0.016485607,0.012395461,0.010102704,0.020076764,0.013215299
198,birthmarks/bzip2_amd64_linux_clang_ad366643.json,birthmarks/bzip2_amd64_linux_rs-sys_9751c6e7.json,0.018680315,0.018308723,0.016179636,0.016813906,0.012625003,0.010303889,0.020377585,0.013478302
199,birthmarks/bzip2_amd64_linux_clang_ad366643.json,birthmarks/bzip2_amd64_linux_tgo_cc1b5a2d.json,0.089113855,0.084887885,0.073173156,0.076399045,0.056034136,0.04465491,0.09700428,0.058274256
200,birthmarks/bzip2_amd64_linux_clang_ad366643.json,birthmarks/bzip2_amd64_windows_clang.exe_fb68290e.json,0.030620991,0.030575995,0.027074745,0.029094794,0.024961928,0.021618267,0.032411821,0.024614817
201,birthmarks/bzip2_amd64_linux_clang_ad366643.json,birthmarks/bzip2_amd64_windows_gcc.exe_2a5000a8.json,0.57281372,0.554349401,0.470223619,0.511938855,0.392868498,0.31950053,0.612612613,0.405028921
202,birthmarks/bzip2_amd64_linux_clang_ad366643.json,birthmarks/bzip2_amd64_windows_go.exe_8d915129.json,0.026882425,0.025653744,0.023062362,0.023126922,0.017512718,0.013935155,0.029234738,0.018879845
203,birthmarks/bzip2_amd64_linux_clang_ad366643.json,birthmarks/bzip2_amd64_windows_msvc.exe_4eddc4d6.json,0.450388133,0.438691948,0.361161228,0.392860621,0.29624367,0.227093384,0.507462687,0.297290576
204,birthmarks/bzip2_amd64_linux_clang_ad366643.json,birthmarks/bzip2_amd64_windows_rs-pure.exe_5b22b00c.json,0.002750102,0.002673895,0.002370719,0.002440498,0.00185092,0.001500137,0.002986779,0.001965769
205,birthmarks/bzip2_amd64_linux_clang_ad366643.json,birthmarks/bzip2_amd64_windows_rs-sys.exe_3e3736a4.json,0.002816326,0.002740654,0.002428891,0.002503298,0.001896341,0.001536346,0.003058654,0.002015187
206,birthmarks/bzip2_amd64_linux_clang_ad366643.json,birthmarks/bzip2_arm64_darwin_clang_34392dac.json,0.849453669,0.855959291,0.757282993,0.799736143,0.685769284,0.588417617,0.941176471,0.701208618
207,birthmarks/bzip2_amd64_linux_clang_ad366643.json,birthmarks/bzip2_arm64_darwin_gcc_3894c17c.json,0.850293585,0.817245418,0.652932642,0.738170958,0.528504367,0.410489264,0.985507246,0.55241725
208,birthmarks/bzip2_amd64_linux_clang_ad366643.json,birthmarks/bzip2_arm64_darwin_go_293ce2f9.json,0.024989784,0.024057327,0.020701031,0.021933767,0.015786995,0.012481916,0.02700556,0.016830859
209,birthmarks/bzip2_amd64_linux_clang_ad366643.json,birthmarks/bzip2_arm64_darwin_rs-pure_9d252a8f.json,0.018777459,0.018340427,0.015898121,0.016862628,0.012240602,0.009829056,0.020383693,0.013033972
210,birthmarks/bzip2_amd64_linux_clang_ad366643.json,birthmarks/bzip2_arm64_darwin_rs-sys_b370b5cd.json,0.019020965,0.018644869,0.016122904,0.017202919,0.01242898,0.009968894,0.020637329,0.01321245
211,birthmarks/bzip2_amd64_linux_clang_ad366643.json,birthmarks/bzip2_arm64_darwin_tgo_f357c0bc.json,0.062046551,0.06026769,0.051646724,0.054347239,0.040233129,0.031879876,0.06875632,0.041281369
212,birthmarks/bzip2_amd64_linux_clang_ad366643.json,birthmarks/bzip2_arm64_linux_clang_375294fc.json,0.930208701,0.918365125,0.835117972,0.882963009,0.778945969,0.700514411,0.971428571,0.80356756
213,birthmarks/bzip2_amd64_linux_clang_ad366643.json,birthmarks/bzip2_arm64_linux_gcc_a5af3ca9.json,0.771271809,0.727486787,0.638329825,0.665008343,0.529781659,0.431717821,0.819277108,0.549847334
214,birthmarks/bzip2_amd64_linux_clang_ad366643.json,birthmarks/bzip2_arm64_linux_go_3b3448f2.json,0.024650606,0.023715992,0.020454119,0.021366552,0.015584809,0.012338457,0.027048528,0.016498975
215,birthmarks/bzip2_amd64_linux_clang_ad366643.json,birthmarks/bzip2_arm64_linux_rs-pure_927550bd.json,0.018627784,0.018088942,0.015899627,0.016618341,0.012389341,0.01003404,0.020106446,0.013166035
216,birthmarks/bzip2_amd64_linux_clang_ad366643.json,birthmarks/bzip2_arm64_linux_rs-sys_e5a5c625.json,0.018910215,0.018439009,0.01616893,0.016999584,0.012615007,0.010200928,0.02041429,0.013393954
217,birthmarks/bzip2_amd64_linux_clang_ad366643.json,birthmarks/bzip2_arm64_linux_tgo_d72531be.json,0.051717426,0.049217009,0.042685026,0.044343111,0.033055936,0.026762888,0.056059357,0.03414248
218,birthmarks/bzip2_amd64_linux_clang_ad366643.json,birthmarks/bzip2_arm64_windows_clang.exe_797eefb0.json,0.024343487,0.024545572,0.020393607,0.023286685,0.017254618,0.014152131,0.026184059,0.017527674
219,birthmarks/bzip2_amd64_linux_clang_ad366643.json,birthmarks/bzip2_arm64_windows_gcc.exe_4b1549dd.json,0.596308792,0.56739956,0.490374539,0.519523945,0.401427844,0.327214419,0.635514019,0.423775898
220,birthmarks/bzip2_amd64_linux_clang_ad366643.json,birthmarks/bzip2_arm64_windows_go.exe_ed2de88c.json,0.03589892,0.034426107,0.029750567,0.031144029,0.022742969,0.018121666,0.039102933,0.024034601
221,birthmarks/bzip2_amd64_linux_clang_ad366643.json,birthmarks/bzip2_arm64_windows_msvc.exe_22595510.json,0.458722513,0.453517756,0.36478081,0.405072991,0.296673907,0.231154759,0.523076923,0.292763126
222,birthmarks/bzip2_amd64_linux_clang_ad366643.json,birthmarks/bzip2_arm64_windows_rs-pure.exe_1f25dd7f.json,0.003147762,0.003050825,0.002676841,0.002781991,0.002110657,0.001695709,0.003413483,0.002171958
223,birthmarks/bzip2_amd64_linux_clang_ad366643.json,birthmarks/bzip2_arm64_windows_rs-sys.exe_d6a1dc5d.json,0.003219461,0.00312328,0.00273444,0.002850142,0.002160439,0.001733424,0.00349076,0.002221567
224,birthmarks/bzip2_amd64_linux_gcc_ccc4cf10.json,birthmarks/bzip2_amd64_linux_go_cf343d1a.json,0.026963754,0.026079123,0.023098803,0.023795992,0.017351178,0.013535932,0.029160187,0.01893643
225,birthmarks/bzip2_amd64_linux_gcc_ccc4cf10.json,birthmarks/bzip2_amd64_linux_rs-pure_f4511389.json,0.020116847,0.019352092,0.017298823,0.017396128,0.013056313,0.010519618,0.02214349,0.013852283
226,birthmarks/bzip2_amd64_linux_gcc_ccc4cf10.json,birthmarks/bzip2_amd64_linux_rs-sys_9751c6e7.json,0.020434562,0.01967389,0.017556876,0.017705313,0.013277384,0.010718545,0.022475277,0.014068688
227,birthmarks/bzip2_amd64_linux_gcc_ccc4cf10.json,birthmarks/bzip2_amd64_linux_tgo_cc1b5a2d.json,0.098832572,0.093687524,0.082716394,0.084229053,0.062661829,0.049243292,0.106990014,0.065782678
228,birthmarks/bzip2_amd64_linux_gcc_ccc4cf10.json,birthmarks/bzip2_amd64_windows_clang.exe_fb68290e.json,0.033500991,0.03311062,0.028792158,0.031076462,0.022115572,0.017350252,0.035748332,0.024308173
229,birthmarks/bzip2_amd64_linux_gcc_ccc4cf10.json,birthmarks/bzip2_amd64_windows_gcc.exe_2a5000a8.json,0.649444608,0.638910573,0.580105871,0.610985413,0.535721443,0.462549142,0.675675676,0.539274124
230,birthmarks/bzip2_amd64_linux_gcc_ccc4cf10.json,birthmarks/bzip2_amd64_windows_go.exe_8d915129.json,0.029807679,0.028910358,0.025576426,0.026504255,0.019111997,0.014922876,0.032244196,0.020991259
231,birthmarks/bzip2_amd64_linux_gcc_ccc4cf10.json,birthmarks/bzip2_amd64_windows_msvc.exe_4eddc4d6.json,0.494951191,0.489044631,0.4116205,0.440059714,0.328726891,0.253381899,0.559701493,0.332010239
232,birthmarks/bzip2_amd64_linux_gcc_ccc4cf10.json,birthmarks/bzip2_amd64_windows_rs-pure.exe_5b22b00c.json,0.003045146,0.002994599,0.002655666,0.002772548,0.002005447,0.001613225,0.003294242,0.002226017
233,birthmarks/bzip2_amd64_linux_gcc_ccc4cf10.json,birthmarks/bzip2_amd64_windows_rs-sys.exe_3e3736a4.json,0.003118949,0.003072729,0.002716791,0.002848336,0.002056331,0.001654643,0.003373516,0.002278252
234,birthmarks/bzip2_amd64_linux_gcc_ccc4cf10.json,birthmarks/bzip2_arm64_darwin_clang_34392dac.json,0.765462139,0.731857964,0.620163971,0.655693776,0.500596038,0.386946663,0.853333333,0.520744239
235,birthmarks/bzip2_amd64_linux_gcc_ccc4cf10.json,birthmarks/bzip2_arm64_darwin_gcc_3894c17c.json,0.82549953,0.819897665,0.713083584,0.75279866,0.635800593,0.518403171,0.92,0.652396155
236,birthmarks/bzip2_amd64_linux_gcc_ccc4cf10.json,birthmarks/bzip2_arm64_darwin_go_293ce2f9.json,0.027615961,0.026680929,0.02333412,0.024419945,0.017425058,0.013716324,0.029785544,0.018769047
237,birthmarks/bzip2_amd64_linux_gcc_ccc4cf10.json,birthmarks/bzip2_arm64_darwin_rs-pure_9d252a8f.json,0.020844123,0.020072915,0.017822138,0.01832481,0.013383184,0.01056937,0.022482014,0.014680997
238,birthmarks/bzip2_amd64_linux_gcc_ccc4cf10.json,birthmarks/bzip2_arm64_darwin_rs-sys_b370b5cd.json,0.021109118,0.020382189,0.018074946,0.018653008,0.013563895,0.010710547,0.02276176,0.014897575
239,birthmarks/bzip2_amd64_linux_gcc_ccc4cf10.json,birthmarks/bzip2_arm64_darwin_tgo_f357c0bc.json,0.069267586,0.067364642,0.05829782,0.06134072,0.04433813,0.034892888,0.075834176,0.047044881
240,birthmarks/bzip2_amd64_linux_gcc_ccc4cf10.json,birthmarks/bzip2_arm64_linux_clang_375294fc.json,0.863347051,0.821276487,0.723855406,0.750591779,0.601914098,0.483976732,0.933333333,0.625521514
241,birthmarks/bzip2_amd64_linux_gcc_ccc4cf10.json,birthmarks/bzip2_arm64_linux_gcc_a5af3ca9.json,0.867338119,0.848010922,0.795340333,0.80996246,0.721471272,0.637266116,0.903614458,0.745199347
242,birthmarks/bzip2_amd64_linux_gcc_ccc4cf10.json,birthmarks/bzip2_arm64_linux_go_3b3448f2.json,0.027188306,0.026552611,0.022928353,0.02415666,0.017406328,0.013642266,0.029832936,0.018501133
243,birthmarks/bzip2_amd64_linux_gcc_ccc4cf10.json,birthmarks/bzip2_arm64_linux_rs-pure_927550bd.json,0.020627468,0.019847563,0.017696651,0.018148305,0.013404527,0.010646856,0.022176227,0.014659781
244,birthmarks/bzip2_amd64_linux_gcc_ccc4cf10.json,birthmarks/bzip2_arm64_linux_rs-sys_e5a5c625.json,0.020946197,0.02023827,0.017975697,0.018569491,0.013611663,0.010825081,0.022515761,0.01489945
245,birthmarks/bzip2_amd64_linux_gcc_ccc4cf10.json,birthmarks/bzip2_arm64_linux_tgo_d72531be.json,0.057348884,0.054606516,0.048279927,0.049396903,0.036427764,0.029178887,0.061830173,0.038839497
