id,left (arch),left (os),left (compiler),right (arch),right (os),right (compiler),cosine,dice,euclidean,jaccard,lcs,levenshtein,simpson,weighted-jaccard
311,amd64,linux,rs-sys,amd64,windows,rs-sys,0.134780,0.125202,0.113873,0.108778,0.086830,0.069930,0.150099,0.088076
312,amd64,linux,rs-sys,arm64,darwin,clang,0.017760,0.017379,0.015100,0.016021,0.011637,0.009218,0.019179,0.012389
313,amd64,linux,rs-sys,arm64,darwin,gcc,0.019069,0.018199,0.015987,0.016379,0.011711,0.009009,0.020677,0.012583
314,amd64,linux,rs-sys,arm64,darwin,go,0.596966,0.603258,0.472060,0.512421,0.330913,0.238266,0.732669,0.348731
315,amd64,linux,rs-sys,arm64,darwin,rs-pure,0.807859,0.827582,0.675040,0.727319,0.601701,0.476088,0.972731,0.571632
316,amd64,linux,rs-sys,arm64,darwin,rs-sys,0.800488,0.818133,0.669751,0.719382,0.599055,0.474284,0.961925,0.568148
317,amd64,linux,rs-sys,arm64,darwin,tgo,0.206544,0.198113,0.173046,0.164445,0.137293,0.102894,0.296374,0.127525
318,amd64,linux,rs-sys,arm64,linux,clang,0.019243,0.018969,0.016490,0.017507,0.012985,0.010608,0.020977,0.013756
319,amd64,linux,rs-sys,arm64,linux,gcc,0.022457,0.021621,0.019026,0.019355,0.014595,0.011789,0.024873,0.015192
32,amd64,darwin,clang,arm64,windows,msvc,0.436686,0.412265,0.344038,0.362851,0.270025,0.202464,0.484615,0.274975
320,amd64,linux,rs-sys,arm64,linux,go,0.593941,0.615109,0.470351,0.525974,0.327790,0.237883,0.728843,0.350775
321,amd64,linux,rs-sys,arm64,linux,rs-pure,0.796869,0.812510,0.669464,0.710441,0.586221,0.456929,0.959333,0.564370
322,amd64,linux,rs-sys,arm64,linux,rs-sys,0.798902,0.813632,0.671798,0.711022,0.590757,0.460695,0.970509,0.567390
323,amd64,linux,rs-sys,arm64,linux,tgo,0.257692,0.242751,0.210671,0.199682,0.166278,0.123498,0.363500,0.153816
324,amd64,linux,rs-sys,arm64,windows,clang,0.625902,0.600204,0.514852,0.502834,0.384970,0.284066,0.763440,0.381828
325,amd64,linux,rs-sys,arm64,windows,gcc,0.029006,0.028083,0.024644,0.025224,0.018573,0.014658,0.032065,0.019804
326,amd64,linux,rs-sys,arm64,windows,go,0.470939,0.440219,0.393807,0.383946,0.260254,0.190236,0.512315,0.301746
327,amd64,linux,rs-sys,arm64,windows,msvc,0.035930,0.034154,0.030864,0.030860,0.024506,0.019659,0.038957,0.025302
328,amd64,linux,rs-sys,arm64,windows,rs-pure,0.148952,0.137751,0.125435,0.118526,0.094476,0.074689,0.167512,0.095497
329,amd64,linux,rs-sys,arm64,windows,rs-sys,0.152277,0.140545,0.128194,0.120763,0.096635,0.076386,0.171304,0.097584
33,amd64,darwin,clang,arm64,windows,rs-pure,0.002938,0.002808,0.002472,0.002540,0.001925,0.001500,0.003162,0.001995
330,amd64,linux,tgo,amd64,windows,clang,0.293432,0.291506,0.245729,0.261302,0.187561,0.144383,0.334128,0.198494
331,amd64,linux,tgo,amd64,windows,gcc,0.144243,0.139272,0.121213,0.125523,0.091675,0.072537,0.158345,0.097029
332,amd64,linux,tgo,amd64,windows,go,0.261622,0.253278,0.217959,0.222819,0.160933,0.121967,0.301376,0.171241
333,amd64,linux,tgo,amd64,windows,msvc,0.171176,0.165583,0.142660,0.147670,0.110577,0.086468,0.191155,0.114289
334,amd64,linux,tgo,amd64,windows,rs-pure,0.027585,0.027446,0.023248,0.024972,0.017927,0.014113,0.030790,0.019073
335,amd64,linux,tgo,amd64,windows,rs-sys,0.028251,0.028091,0.023823,0.025548,0.018376,0.014478,0.031531,0.019537
336,amd64,linux,tgo,arm64,darwin,clang,0.083958,0.080727,0.069366,0.072921,0.052149,0.041017,0.091298,0.055917
337,amd64,linux,tgo,arm64,darwin,gcc,0.089802,0.085653,0.073985,0.076311,0.053274,0.040453,0.098431,0.057605
338,amd64,linux,tgo,arm64,darwin,go,0.238678,0.236985,0.194106,0.209628,0.142097,0.107266,0.278396,0.148323
339,amd64,linux,tgo,arm64,darwin,rs-pure,0.185423,0.184180,0.155848,0.165952,0.118315,0.091901,0.210132,0.125662
34,amd64,darwin,clang,arm64,windows,rs-sys,0.003005,0.002879,0.002535,0.002609,0.001981,0.001540,0.003234,0.002053
340,amd64,linux,tgo,arm64,darwin,rs-sys,0.187763,0.186612,0.157842,0.168208,0.119798,0.093028,0.212747,0.127316
341,amd64,linux,tgo,arm64,darwin,tgo,0.582340,0.582168,0.481459,0.517081,0.431630,0.344087,0.708797,0.410510
342,amd64,linux,tgo,arm64,linux,clang,0.091978,0.088912,0.076698,0.080889,0.058954,0.047491,0.099857,0.062412
343,amd64,linux,tgo,arm64,linux,gcc,0.108888,0.103743,0.090159,0.093207,0.068322,0.053919,0.118402,0.071929
344,amd64,linux,tgo,arm64,linux,go,0.229889,0.235692,0.190037,0.207802,0.141911,0.107517,0.278839,0.146604
345,amd64,linux,tgo,arm64,linux,rs-pure,0.183920,0.182164,0.154416,0.164485,0.117321,0.091046,0.207274,0.124826
346,amd64,linux,tgo,arm64,linux,rs-sys,0.186733,0.185140,0.156848,0.167283,0.119270,0.092568,0.210447,0.126859
347,amd64,linux,tgo,arm64,linux,tgo,0.532555,0.526904,0.463967,0.489639,0.411476,0.343700,0.577906,0.414024
348,amd64,linux,tgo,arm64,windows,clang,0.235840,0.234953,0.197015,0.210275,0.150262,0.115808,0.269927,0.158978
349,amd64,linux,tgo,arm64,windows,gcc,0.140841,0.134955,0.118430,0.121842,0.089242,0.070256,0.152639,0.094667
35,amd64,darwin,gcc,amd64,darwin,go,0.024379,0.023330,0.020680,0.021166,0.015175,0.011594,0.026182,0.016799
350,amd64,linux,tgo,arm64,windows,go,0.335738,0.335574,0.277318,0.294444,0.200606,0.150173,0.403105,0.214404
351,amd64,linux,tgo,arm64,windows,msvc,0.168468,0.158577,0.140906,0.140346,0.110249,0.086793,0.185449,0.112559
352,amd64,linux,tgo,arm64,windows,rs-pure,0.031414,0.031505,0.026584,0.028789,0.020636,0.016287,0.035189,0.021802
353,amd64,linux,tgo,arm64,windows,rs-sys,0.032124,0.032192,0.027174,0.029395,0.021070,0.016613,0.035986,0.022279
354,amd64,windows,clang,amd64,windows,gcc,0.049556,0.048855,0.042683,0.045636,0.033762,0.027326,0.052908,0.036447
355,amd64,windows,clang,amd64,windows,go,0.755741,0.714550,0.603312,0.609750,0.435343,0.315322,0.895471,0.461707
356,amd64,windows,clang,amd64,windows,msvc,0.061477,0.060476,0.055906,0.057858,0.048368,0.042791,0.063870,0.050518
357,amd64,windows,clang,amd64,windows,rs-pure,0.084929,0.083280,0.070116,0.076576,0.056676,0.045686,0.092151,0.058192
358,amd64,windows,clang,amd64,windows,rs-sys,0.086968,0.085280,0.071865,0.078415,0.058065,0.046794,0.094368,0.059612
359,amd64,windows,clang,arm64,darwin,clang,0.029113,0.028648,0.025391,0.027108,0.021632,0.017624,0.030505,0.022735
36,amd64,darwin,gcc,amd64,darwin,rs-pure,0.018288,0.017474,0.015522,0.015839,0.011172,0.008522,0.019631,0.012526
360,amd64,windows,clang,arm64,darwin,gcc,0.031156,0.030404,0.026489,0.028384,0.020105,0.015474,0.032888,0.022229
361,amd64,windows,clang,arm64,darwin,go,0.685132,0.679594,0.500446,0.586858,0.369050,0.268409,0.833201,0.382889
362,amd64,windows,clang,arm64,darwin,rs-pure,0.564132,0.549160,0.466749,0.492813,0.354415,0.270585,0.628897,0.375609
363,amd64,windows,clang,arm64,darwin,rs-sys,0.571227,0.556115,0.472254,0.499126,0.359102,0.274338,0.636722,0.380479
364,amd64,windows,clang,arm64,darwin,tgo,0.372988,0.355792,0.314003,0.309518,0.262508,0.206521,0.471401,0.254091
365,amd64,windows,clang,arm64,linux,clang,0.031292,0.031158,0.027164,0.029370,0.022832,0.018772,0.033365,0.023868
366,amd64,windows,clang,arm64,linux,gcc,0.036995,0.036588,0.031462,0.034260,0.024427,0.019338,0.039561,0.026489
367,amd64,windows,clang,arm64,linux,go,0.680045,0.671354,0.496916,0.577812,0.359088,0.262425,0.833226,0.380894
368,amd64,windows,clang,arm64,linux,rs-pure,0.559541,0.542561,0.463674,0.487396,0.351823,0.269375,0.620343,0.373130
369,amd64,windows,clang,arm64,linux,rs-sys,0.568256,0.551161,0.470844,0.495311,0.357458,0.273968,0.629841,0.379228
37,amd64,darwin,gcc,amd64,darwin,rs-sys,0.018557,0.017757,0.015741,0.016138,0.011365,0.008629,0.019887,0.012721
370,amd64,windows,clang,arm64,linux,tgo,0.450094,0.425699,0.373630,0.368059,0.302809,0.235831,0.578170,0.296817
371,amd64,windows,clang,arm64,windows,clang,0.767446,0.749796,0.680753,0.705461,0.615294,0.523486,0.807855,0.621866
372,amd64,windows,clang,arm64,windows,gcc,0.047789,0.047068,0.041172,0.043965,0.031582,0.024982,0.051001,0.034858
373,amd64,windows,clang,arm64,windows,go,0.723066,0.695563,0.529065,0.607378,0.371101,0.270259,0.828885,0.412712
374,amd64,windows,clang,arm64,windows,msvc,0.059021,0.056872,0.052296,0.053003,0.042956,0.036069,0.061964,0.045032
375,amd64,windows,clang,arm64,windows,rs-pure,0.096569,0.094416,0.079406,0.086307,0.064272,0.051660,0.105316,0.065349
376,amd64,windows,clang,arm64,windows,rs-sys,0.098734,0.096482,0.081249,0.088154,0.065752,0.052837,0.107700,0.066853
377,amd64,windows,gcc,amd64,windows,go,0.043541,0.042033,0.036995,0.037937,0.028399,0.022604,0.047721,0.030299
378,amd64,windows,gcc,amd64,windows,msvc,0.726246,0.700430,0.590013,0.616220,0.472939,0.366484,0.828358,0.469939
379,amd64,windows,gcc,amd64,windows,rs-pure,0.004502,0.004408,0.003894,0.004049,0.003003,0.002413,0.004875,0.003275
38,amd64,darwin,gcc,amd64,darwin,tgo,0.107273,0.101822,0.088267,0.091173,0.063319,0.047998,0.116319,0.069616
380,amd64,windows,gcc,amd64,windows,rs-sys,0.004609,0.004518,0.003985,0.004153,0.003077,0.002479,0.004993,0.003350
381,amd64,windows,gcc,arm64,darwin,clang,0.535216,0.515958,0.429712,0.472058,0.339216,0.266262,0.576577,0.362337
382,amd64,windows,gcc,arm64,darwin,gcc,0.571622,0.569145,0.487425,0.529656,0.426164,0.344478,0.621622,0.438243
383,amd64,windows,gcc,arm64,darwin,go,0.040309,0.038980,0.034011,0.035258,0.025706,0.020134,0.044083,0.027606
384,amd64,windows,gcc,arm64,darwin,rs-pure,0.030610,0.029623,0.025999,0.026944,0.020108,0.015949,0.033273,0.021539
385,amd64,windows,gcc,arm64,darwin,rs-sys,0.031005,0.030061,0.026350,0.027390,0.020334,0.016114,0.033687,0.021831
386,amd64,windows,gcc,arm64,darwin,tgo,0.101686,0.098346,0.085511,0.088355,0.065953,0.051789,0.112235,0.068793
387,amd64,windows,gcc,arm64,linux,clang,0.591376,0.572189,0.496263,0.529091,0.406253,0.327954,0.630631,0.433555
388,amd64,windows,gcc,arm64,linux,gcc,0.700976,0.689459,0.618437,0.648625,0.558408,0.470327,0.747748,0.570393
389,amd64,windows,gcc,arm64,linux,go,0.039957,0.038916,0.033659,0.035071,0.025760,0.020292,0.044153,0.027165
39,amd64,darwin,gcc,amd64,linux,clang,0.849443,0.825384,0.655708,0.745254,0.540191,0.429968,0.985294,0.549188
390,amd64,windows,gcc,arm64,linux,rs-pure,0.030332,0.029335,0.025788,0.026746,0.019945,0.015857,0.032821,0.021457
391,amd64,windows,gcc,arm64,linux,rs-sys,0.030796,0.029886,0.026201,0.027321,0.020240,0.016105,0.033323,0.021838
392,amd64,windows,gcc,arm64,linux,tgo,0.083817,0.080329,0.070635,0.072270,0.053643,0.042522,0.091509,0.056860
393,amd64,windows,gcc,arm64,windows,clang,0.039942,0.039534,0.034620,0.037022,0.027213,0.021961,0.042742,0.029787
394,amd64,windows,gcc,arm64,windows,gcc,0.902912,0.896134,0.798206,0.846176,0.736832,0.624270,0.963964,0.743824
395,amd64,windows,gcc,arm64,windows,go,0.057993,0.056110,0.048957,0.050558,0.037497,0.029704,0.063830,0.039715
396,amd64,windows,gcc,arm64,windows,msvc,0.733192,0.721283,0.584420,0.634329,0.467365,0.355304,0.853846,0.460496
397,amd64,windows,gcc,arm64,windows,rs-pure,0.005131,0.005002,0.004398,0.004574,0.003444,0.002768,0.005572,0.003663
398,amd64,windows,gcc,arm64,windows,rs-sys,0.005249,0.005122,0.004503,0.004688,0.003528,0.002828,0.005698,0.003752
399,amd64,windows,go,amd64,windows,msvc,0.052660,0.050443,0.044316,0.045504,0.035072,0.027795,0.057610,0.036023
4,amd64,darwin,clang,amd64,darwin,tgo,0.100468,0.094549,0.081990,0.084272,0.060927,0.046253,0.109375,0.064629
40,amd64,darwin,gcc,amd64,linux,gcc,0.820714,0.825729,0.728606,0.778978,0.697122,0.604595,0.893333,0.684756
400,amd64,windows,go,amd64,windows,rs-pure,0.094161,0.089118,0.080070,0.079488,0.059311,0.045843,0.102163,0.063498
401,amd64,windows,go,amd64,windows,rs-sys,0.096423,0.091112,0.082022,0.081174,0.060784,0.046984,0.104622,0.065043
402,amd64,windows,go,arm64,darwin,clang,0.025685,0.024387,0.021668,0.022112,0.016555,0.013037,0.027515,0.017667
403,amd64,windows,go,arm64,darwin,gcc,0.027435,0.026272,0.022882,0.023746,0.016891,0.012915,0.029665,0.018335
404,amd64,windows,go,arm64,darwin,go,0.734654,0.828792,0.566562,0.761021,0.479983,0.353674,0.923749,0.448383
405,amd64,windows,go,arm64,darwin,rs-pure,0.607564,0.582601,0.498782,0.505958,0.358438,0.264442,0.697228,0.384713
406,amd64,windows,go,arm64,darwin,rs-sys,0.613903,0.589141,0.503693,0.511239,0.362609,0.267556,0.705918,0.388366
407,amd64,windows,go,arm64,darwin,tgo,0.311670,0.267408,0.244817,0.224349,0.185761,0.137928,0.425193,0.182370
408,amd64,windows,go,arm64,linux,clang,0.027689,0.026776,0.023649,0.024380,0.018039,0.014253,0.030095,0.019490
409,amd64,windows,go,arm64,linux,gcc,0.032810,0.031781,0.027682,0.028970,0.021023,0.016487,0.035684,0.022650
41,amd64,darwin,gcc,amd64,linux,go,0.024089,0.023082,0.020395,0.020837,0.015020,0.011546,0.026050,0.016462
410,amd64,windows,go,arm64,linux,go,0.734408,0.842231,0.575167,0.779886,0.527912,0.397640,0.925219,0.474010
411,amd64,windows,go,arm64,linux,rs-pure,0.601732,0.577296,0.495097,0.502468,0.355840,0.262969,0.687745,0.383210
412,amd64,windows,go,arm64,linux,rs-sys,0.609206,0.585104,0.501191,0.508720,0.360983,0.266726,0.698289,0.388007
413,amd64,windows,go,arm64,linux,tgo,0.376563,0.325967,0.289528,0.271149,0.215824,0.158903,0.521496,0.213391
414,amd64,windows,go,arm64,windows,clang,0.755566,0.716736,0.576508,0.608537,0.421530,0.308075,0.892391,0.444213
415,amd64,windows,go,arm64,windows,gcc,0.042371,0.040437,0.035989,0.036418,0.027130,0.021369,0.046002,0.029424
416,amd64,windows,go,arm64,windows,go,0.696002,0.707809,0.596572,0.675426,0.543419,0.456660,0.747635,0.528383
417,amd64,windows,go,arm64,windows,msvc,0.052086,0.048674,0.044637,0.043788,0.035397,0.028684,0.055890,0.036804
418,amd64,windows,go,arm64,windows,rs-pure,0.107107,0.101280,0.090903,0.089962,0.067244,0.052216,0.116759,0.071670
419,amd64,windows,go,arm64,windows,rs-sys,0.109533,0.103438,0.092988,0.091793,0.068835,0.053476,0.119405,0.073323
42,amd64,darwin,gcc,amd64,linux,rs-pure,0.018171,0.017232,0.015352,0.015390,0.011169,0.008519,0.019782,0.012210
420,amd64,windows,msvc,amd64,windows,rs-pure,0.005600,0.005451,0.005014,0.005125,0.004207,0.003630,0.005886,0.004441
421,amd64,windows,msvc,amd64,windows,rs-sys,0.005735,0.005594,0.005145,0.005267,0.004316,0.003726,0.006027,0.004554
422,amd64,windows,msvc,arm64,darwin,clang,0.438486,0.415379,0.354826,0.372999,0.282950,0.220338,0.477612,0.291495
423,amd64,windows,msvc,arm64,darwin,gcc,0.470526,0.445619,0.391120,0.397735,0.299141,0.227139,0.514925,0.312715
424,amd64,windows,msvc,arm64,darwin,go,0.048452,0.046854,0.040757,0.042449,0.031723,0.024778,0.053217,0.032667
425,amd64,windows,msvc,arm64,darwin,rs-pure,0.037271,0.035975,0.031828,0.032930,0.024810,0.019913,0.040168,0.026429
426,amd64,windows,msvc,arm64,darwin,rs-sys,0.037730,0.036467,0.032289,0.033412,0.025153,0.020171,0.040668,0.026840
427,amd64,windows,msvc,arm64,darwin,tgo,0.123479,0.118611,0.103446,0.106649,0.081866,0.064733,0.135490,0.083494
428,amd64,windows,msvc,arm64,linux,clang,0.463242,0.453284,0.380458,0.407061,0.309561,0.237676,0.522388,0.312235
429,amd64,windows,msvc,arm64,linux,gcc,0.542420,0.536684,0.448107,0.479824,0.359684,0.274765,0.619403,0.357571
43,amd64,darwin,gcc,amd64,linux,rs-sys,0.018462,0.017511,0.015595,0.015655,0.011356,0.008694,0.020078,0.012409
430,amd64,windows,msvc,arm64,linux,go,0.048361,0.046515,0.041074,0.041894,0.031759,0.024864,0.053302,0.033166
431,amd64,windows,msvc,arm64,linux,rs-pure,0.036908,0.035482,0.031503,0.032462,0.024704,0.019883,0.039622,0.026259
432,amd64,windows,msvc,arm64,linux,rs-sys,0.037474,0.036097,0.032066,0.033079,0.025138,0.020220,0.040228,0.026737
433,amd64,windows,msvc,arm64,linux,tgo,0.100113,0.096361,0.083656,0.086442,0.066115,0.052472,0.110470,0.067564
434,amd64,windows,msvc,arm64,windows,clang,0.048838,0.047718,0.042833,0.044810,0.035273,0.029269,0.051598,0.037100
