euclidean,arm64_linux_rs-sys,arm64_windows_rs-pure,amd64_linux_rs-sys,amd64_windows_rs-pure,0.127554,0.111122,FOUND
euclidean,arm64_linux_rs-sys,arm64_windows_rs-sys,amd64_linux_rs-sys,amd64_windows_rs-sys,0.130442,0.113873,FOUND
euclidean,arm64_linux_tgo,arm64_windows_clang,amd64_linux_tgo,amd64_windows_clang,0.309391,0.245729,FOUND
euclidean,arm64_linux_tgo,arm64_windows_gcc,amd64_linux_tgo,amd64_windows_gcc,0.068223,0.121213,FOUND
euclidean,arm64_linux_tgo,arm64_windows_go,amd64_linux_tgo,amd64_windows_go,0.320963,0.217959,FOUND
euclidean,arm64_linux_tgo,arm64_windows_msvc,amd64_linux_tgo,amd64_windows_msvc,0.082465,0.142660,FOUND
euclidean,arm64_linux_tgo,arm64_windows_rs-pure,amd64_linux_tgo,amd64_windows_rs-pure,0.051423,0.023248,FOUND
euclidean,arm64_linux_tgo,arm64_windows_rs-sys,amd64_linux_tgo,amd64_windows_rs-sys,0.052613,0.023823,FOUND
euclidean,arm64_windows_clang,arm64_windows_gcc,amd64_windows_clang,amd64_windows_gcc,0.033157,0.042683,FOUND
euclidean,arm64_windows_clang,arm64_windows_go,amd64_windows_clang,amd64_windows_go,0.437521,0.603312,FOUND
euclidean,arm64_windows_clang,arm64_windows_msvc,amd64_windows_clang,amd64_windows_msvc,0.044401,0.055906,FOUND
euclidean,arm64_windows_clang,arm64_windows_rs-pure,amd64_windows_clang,amd64_windows_rs-pure,0.098508,0.070116,FOUND
euclidean,arm64_windows_clang,arm64_windows_rs-sys,amd64_windows_clang,amd64_windows_rs-sys,0.100813,0.071865,FOUND
euclidean,arm64_windows_gcc,arm64_windows_go,amd64_windows_gcc,amd64_windows_go,0.047777,0.036995,FOUND
euclidean,arm64_windows_gcc,arm64_windows_msvc,amd64_windows_gcc,amd64_windows_msvc,0.576088,0.590013,FOUND
euclidean,arm64_windows_gcc,arm64_windows_rs-pure,amd64_windows_gcc,amd64_windows_rs-pure,0.004295,0.003894,FOUND
euclidean,arm64_windows_gcc,arm64_windows_rs-sys,amd64_windows_gcc,amd64_windows_rs-sys,0.004389,0.003985,FOUND
euclidean,arm64_windows_go,arm64_windows_msvc,amd64_windows_go,amd64_windows_msvc,0.059875,0.044316,FOUND
