simpson,arm64_darwin_rs-pure,arm64_windows_msvc,amd64_darwin_rs-pure,amd64_windows_msvc,0.038969,0.039262,FOUND
simpson,arm64_darwin_rs-pure,arm64_windows_rs-pure,amd64_darwin_rs-pure,amd64_windows_rs-pure,0.167461,0.149910,FOUND
simpson,arm64_darwin_rs-pure,arm64_windows_rs-sys,amd64_darwin_rs-pure,amd64_windows_rs-sys,0.171253,0.153517,FOUND
simpson,arm64_darwin_rs-sys,arm64_darwin_tgo,amd64_darwin_rs-sys,amd64_darwin_tgo,0.300152,0.170971,FOUND
simpson,arm64_darwin_rs-sys,arm64_linux_clang,amd64_darwin_rs-sys,amd64_linux_clang,0.021244,0.020184,FOUND
simpson,arm64_darwin_rs-sys,arm64_linux_gcc,amd64_darwin_rs-sys,amd64_linux_gcc,0.025190,0.022262,FOUND
simpson,arm64_darwin_rs-sys,arm64_linux_go,amd64_darwin_rs-sys,amd64_linux_go,0.762974,0.763420,FOUND
simpson,arm64_darwin_rs-sys,arm64_linux_rs-pure,amd64_darwin_rs-sys,amd64_linux_rs-pure,0.974276,0.970802,FOUND
simpson,arm64_darwin_rs-sys,arm64_linux_rs-sys,amd64_darwin_rs-sys,amd64_linux_rs-sys,0.989192,0.965974,FOUND
simpson,arm64_darwin_rs-sys,arm64_linux_tgo,amd64_darwin_rs-sys,amd64_linux_tgo,0.368134,0.208074,FOUND
simpson,arm64_darwin_rs-sys,arm64_windows_clang,amd64_darwin_rs-sys,amd64_windows_clang,0.788164,0.622737,FOUND
simpson,arm64_darwin_rs-sys,arm64_windows_gcc,amd64_darwin_rs-sys,amd64_windows_gcc,0.032473,0.032947,FOUND
simpson,arm64_darwin_rs-sys,arm64_windows_go,amd64_darwin_rs-sys,amd64_windows_go,0.527769,0.690402,FOUND
simpson,arm64_darwin_rs-sys,arm64_windows_msvc,amd64_darwin_rs-sys,amd64_windows_msvc,0.039454,0.039774,FOUND
simpson,arm64_darwin_rs-sys,arm64_windows_rs-pure,amd64_darwin_rs-sys,amd64_windows_rs-pure,0.165403,0.147977,FOUND
simpson,arm64_darwin_rs-sys,arm64_windows_rs-sys,amd64_darwin_rs-sys,amd64_windows_rs-sys,0.169148,0.151538,FOUND
simpson,arm64_darwin_tgo,arm64_linux_clang,amd64_darwin_tgo,amd64_linux_clang,0.070779,0.118056,FOUND
simpson,arm64_darwin_tgo,arm64_linux_gcc,amd64_darwin_tgo,amd64_linux_gcc,0.083923,0.130208,FOUND
simpson,arm64_darwin_tgo,arm64_linux_go,amd64_darwin_tgo,amd64_linux_go,0.393397,0.223950,FOUND
simpson,arm64_darwin_tgo,arm64_linux_rs-pure,amd64_darwin_tgo,amd64_linux_rs-pure,0.292431,0.170062,FOUND
simpson,arm64_darwin_tgo,arm64_linux_rs-sys,amd64_darwin_tgo,amd64_linux_rs-sys,0.296908,0.172610,FOUND
simpson,arm64_darwin_tgo,arm64_linux_tgo,amd64_darwin_tgo,amd64_linux_tgo,0.815334,0.821683,FOUND
simpson,arm64_darwin_tgo,arm64_windows_clang,amd64_darwin_tgo,amd64_windows_clang,0.380824,0.274547,FOUND
simpson,arm64_darwin_tgo,arm64_windows_gcc,amd64_darwin_tgo,amd64_windows_gcc,0.108190,0.192708,FOUND
simpson,arm64_darwin_tgo,arm64_windows_go,amd64_darwin_tgo,amd64_windows_go,0.568718,0.247635,FOUND
simpson,arm64_darwin_tgo,arm64_windows_msvc,amd64_darwin_tgo,amd64_windows_msvc,0.131446,0.232639,FOUND
simpson,arm64_darwin_tgo,arm64_windows_rs-pure,amd64_darwin_tgo,amd64_windows_rs-pure,0.049646,0.025300,FOUND
simpson,arm64_darwin_tgo,arm64_windows_rs-sys,amd64_darwin_tgo,amd64_windows_rs-sys,0.050770,0.025909,FOUND
simpson,arm64_linux_clang,arm64_linux_gcc,amd64_linux_clang,amd64_linux_gcc,0.843373,0.906667,FOUND
simpson,arm64_linux_clang,arm64_linux_go,amd64_linux_clang,amd64_linux_go,0.027844,0.026439,FOUND
simpson,arm64_linux_clang,arm64_linux_rs-pure,amd64_linux_clang,amd64_linux_rs-pure,0.020698,0.020077,FOUND
simpson,arm64_linux_clang,arm64_linux_rs-sys,amd64_linux_clang,amd64_linux_rs-sys,0.021015,0.020378,FOUND
