jaccard,arm64_darwin_rs-sys,arm64_linux_tgo,amd64_darwin_rs-sys,amd64_linux_tgo,0.248475,0.163809,FOUND
jaccard,arm64_darwin_rs-sys,arm64_windows_clang,amd64_darwin_rs-sys,amd64_windows_clang,0.588932,0.488009,FOUND
jaccard,arm64_darwin_rs-sys,arm64_windows_gcc,amd64_darwin_rs-sys,amd64_windows_gcc,0.026392,0.026740,FOUND
jaccard,arm64_darwin_rs-sys,arm64_windows_go,amd64_darwin_rs-sys,amd64_windows_go,0.408640,0.499897,FOUND
jaccard,arm64_darwin_rs-sys,arm64_windows_msvc,amd64_darwin_rs-sys,amd64_windows_msvc,0.032372,0.032722,FOUND
jaccard,arm64_darwin_rs-sys,arm64_windows_rs-pure,amd64_darwin_rs-sys,amd64_windows_rs-pure,0.138078,0.123448,FOUND
jaccard,arm64_darwin_rs-sys,arm64_windows_rs-sys,amd64_darwin_rs-sys,amd64_windows_rs-sys,0.140836,0.126239,FOUND
jaccard,arm64_darwin_tgo,arm64_linux_clang,amd64_darwin_tgo,amd64_linux_clang,0.057176,0.089707,FOUND
jaccard,arm64_darwin_tgo,arm64_linux_gcc,amd64_darwin_tgo,amd64_linux_gcc,0.067533,0.102281,FOUND
jaccard,arm64_darwin_tgo,arm64_linux_go,amd64_darwin_tgo,amd64_linux_go,0.215948,0.175001,FOUND
jaccard,arm64_darwin_tgo,arm64_linux_rs-pure,amd64_darwin_tgo,amd64_linux_rs-pure,0.209016,0.126612,FOUND
jaccard,arm64_darwin_tgo,arm64_linux_rs-sys,amd64_darwin_tgo,amd64_linux_rs-sys,0.212022,0.128830,FOUND
jaccard,arm64_darwin_tgo,arm64_linux_tgo,amd64_darwin_tgo,amd64_linux_tgo,0.717801,0.698687,FOUND
jaccard,arm64_darwin_tgo,arm64_windows_clang,amd64_darwin_tgo,amd64_windows_clang,0.253457,0.222783,FOUND
jaccard,arm64_darwin_tgo,arm64_windows_gcc,amd64_darwin_tgo,amd64_windows_gcc,0.085121,0.149433,FOUND
jaccard,arm64_darwin_tgo,arm64_windows_go,amd64_darwin_tgo,amd64_windows_go,0.288120,0.190263,FOUND
jaccard,arm64_darwin_tgo,arm64_windows_msvc,amd64_darwin_tgo,amd64_windows_msvc,0.100955,0.178313,FOUND
jaccard,arm64_darwin_tgo,arm64_windows_rs-pure,amd64_darwin_tgo,amd64_windows_rs-pure,0.044969,0.021121,FOUND
jaccard,arm64_darwin_tgo,arm64_windows_rs-sys,amd64_darwin_tgo,amd64_windows_rs-sys,0.045991,0.021617,FOUND
jaccard,arm64_linux_clang,arm64_linux_gcc,amd64_linux_clang,amd64_linux_gcc,0.706363,0.746731,FOUND
jaccard,arm64_linux_clang,arm64_linux_go,amd64_linux_clang,amd64_linux_go,0.022569,0.020997,FOUND
jaccard,arm64_linux_clang,arm64_linux_rs-pure,amd64_linux_clang,amd64_linux_rs-pure,0.017521,0.016486,FOUND
jaccard,arm64_linux_clang,arm64_linux_rs-sys,amd64_linux_clang,amd64_linux_rs-sys,0.017923,0.016814,FOUND
jaccard,arm64_linux_clang,arm64_linux_tgo,amd64_linux_clang,amd64_linux_tgo,0.046536,0.076399,FOUND
jaccard,arm64_linux_clang,arm64_windows_clang,amd64_linux_clang,amd64_windows_clang,0.024904,0.029095,FOUND
jaccard,arm64_linux_clang,arm64_windows_gcc,amd64_linux_clang,amd64_windows_gcc,0.550100,0.511939,FOUND
jaccard,arm64_linux_clang,arm64_windows_go,amd64_linux_clang,amd64_windows_go,0.032723,0.023127,FOUND
jaccard,arm64_linux_clang,arm64_windows_msvc,amd64_linux_clang,amd64_windows_msvc,0.423915,0.392861,FOUND
jaccard,arm64_linux_clang,arm64_windows_rs-pure,amd64_linux_clang,amd64_windows_rs-pure,0.002954,0.002440,FOUND
jaccard,arm64_linux_clang,arm64_windows_rs-sys,amd64_linux_clang,amd64_windows_rs-sys,0.003034,0.002503,FOUND
jaccard,arm64_linux_gcc,arm64_linux_go,amd64_linux_gcc,amd64_linux_go,0.026949,0.023796,FOUND
jaccard,arm64_linux_gcc,arm64_linux_rs-pure,amd64_linux_gcc,amd64_linux_rs-pure,0.020133,0.017396,FOUND
jaccard,arm64_linux_gcc,arm64_linux_rs-sys,amd64_linux_gcc,amd64_linux_rs-sys,0.020599,0.017705,FOUND
jaccard,arm64_linux_gcc,arm64_linux_tgo,amd64_linux_gcc,amd64_linux_tgo,0.054242,0.084229,FOUND
jaccard,arm64_linux_gcc,arm64_windows_clang,amd64_linux_gcc,amd64_windows_clang,0.027730,0.031076,FOUND
jaccard,arm64_linux_gcc,arm64_windows_gcc,amd64_linux_gcc,amd64_windows_gcc,0.706168,0.610985,FOUND
jaccard,arm64_linux_gcc,arm64_windows_go,amd64_linux_gcc,amd64_windows_go,0.038868,0.026504,FOUND
jaccard,arm64_linux_gcc,arm64_windows_msvc,amd64_linux_gcc,amd64_windows_msvc,0.498967,0.440060,FOUND
jaccard,arm64_linux_gcc,arm64_windows_rs-pure,amd64_linux_gcc,amd64_windows_rs-pure,0.003441,0.002773,FOUND
jaccard,arm64_linux_gcc,arm64_windows_rs-sys,amd64_linux_gcc,amd64_windows_rs-sys,0.003532,0.002848,FOUND
jaccard,arm64_linux_go,arm64_linux_rs-pure,amd64_linux_go,amd64_linux_rs-pure,0.532161,0.514361,FOUND
jaccard,arm64_linux_go,arm64_linux_rs-sys,amd64_linux_go,amd64_linux_rs-sys,0.537832,0.521460,FOUND
jaccard,arm64_linux_go,arm64_linux_tgo,amd64_linux_go,amd64_linux_tgo,0.257977,0.207895,FOUND
jaccard,arm64_linux_go,arm64_windows_clang,amd64_linux_go,amd64_windows_clang,0.643617,0.571824,FOUND
jaccard,arm64_linux_go,arm64_windows_gcc,amd64_linux_go,amd64_windows_gcc,0.033533,0.034467,FOUND
jaccard,arm64_linux_go,arm64_windows_go,amd64_linux_go,amd64_windows_go,0.631529,0.882421,FOUND
jaccard,arm64_linux_go,arm64_windows_msvc,amd64_linux_go,amd64_windows_msvc,0.040765,0.041680,FOUND
jaccard,arm64_linux_go,arm64_windows_rs-pure,amd64_linux_go,amd64_windows_rs-pure,0.096042,0.087956,FOUND
jaccard,arm64_linux_go,arm64_windows_rs-sys,amd64_linux_go,amd64_windows_rs-sys,0.097930,0.089833,FOUND
jaccard,arm64_linux_rs-pure,arm64_linux_rs-sys,amd64_linux_rs-pure,amd64_linux_rs-sys,0.979483,0.980253,FOUND
