bzip2_amd64_darwin_clang_28dc2ee7.json,bzip2_amd64_darwin_clang_28dc2ee7.json,../../experiments/experiment2/hungarian/cosine.csv,true,1.000000
bzip2_amd64_darwin_clang_28dc2ee7.json,bzip2_amd64_darwin_gcc_885ac7de.json,../../experiments/experiment2/hungarian/cosine.csv,false,1.000000
bzip2_amd64_darwin_clang_28dc2ee7.json,bzip2_amd64_linux_clang_2430eb37.json,../../experiments/experiment2/hungarian/cosine.csv,false,0.860000
bzip2_amd64_darwin_clang_28dc2ee7.json,bzip2_amd64_linux_gcc_4399a2b9.json,../../experiments/experiment2/hungarian/cosine.csv,false,0.790000
bzip2_amd64_darwin_clang_28dc2ee7.json,bzip2_arm64_darwin_clang_48b110af.json,../../experiments/experiment2/hungarian/cosine.csv,false,0.940000
bzip2_amd64_darwin_clang_28dc2ee7.json,bzip2_arm64_darwin_gcc_87a53fd3.json,../../experiments/experiment2/hungarian/cosine.csv,false,0.910000
bzip2_amd64_darwin_clang_28dc2ee7.json,bzip2_arm64_linux_clang_1ab795bb.json,../../experiments/experiment2/hungarian/cosine.csv,false,0.810000
bzip2_amd64_darwin_gcc_885ac7de.json,bzip2_amd64_darwin_gcc_885ac7de.json,../../experiments/experiment2/hungarian/cosine.csv,true,1.000000
bzip2_amd64_darwin_gcc_885ac7de.json,bzip2_amd64_linux_clang_2430eb37.json,../../experiments/experiment2/hungarian/cosine.csv,false,0.860000
bzip2_amd64_darwin_gcc_885ac7de.json,bzip2_amd64_linux_gcc_4399a2b9.json,../../experiments/experiment2/hungarian/cosine.csv,false,0.790000
bzip2_amd64_darwin_gcc_885ac7de.json,bzip2_arm64_darwin_clang_48b110af.json,../../experiments/experiment2/hungarian/cosine.csv,false,0.940000
bzip2_amd64_darwin_gcc_885ac7de.json,bzip2_arm64_darwin_gcc_87a53fd3.json,../../experiments/experiment2/hungarian/cosine.csv,false,0.910000
bzip2_amd64_darwin_gcc_885ac7de.json,bzip2_arm64_linux_clang_1ab795bb.json,../../experiments/experiment2/hungarian/cosine.csv,false,0.810000
bzip2_amd64_darwin_go_cd368ba0.json,bzip2_amd64_darwin_go_cd368ba0.json,../../experiments/experiment2/hungarian/cosine.csv,true,1.000000
bzip2_amd64_darwin_go_cd368ba0.json,bzip2_amd64_linux_go_62958439.json,../../experiments/experiment2/hungarian/cosine.csv,false,0.850000
bzip2_amd64_darwin_go_cd368ba0.json,bzip2_amd64_windows_clang.exe_ac39e1ca.json,../../experiments/experiment2/hungarian/cosine.csv,false,0.760000
bzip2_amd64_darwin_go_cd368ba0.json,bzip2_amd64_windows_go.exe_475848bc.json,../../experiments/experiment2/hungarian/cosine.csv,false,0.840000
bzip2_amd64_darwin_go_cd368ba0.json,bzip2_arm64_darwin_go_f857338e.json,../../experiments/experiment2/hungarian/cosine.csv,false,0.800000
