result,514995041,1
left,birthmark,bzip2-1.0.5,/Users/tamada/researches/2026snpd_tamada_experiments/experiments/experiment0/executables/bzip2-1.0.5,op-seq,2026-04-17T04:57:47.890829+00:00,3127708
right,birthmark,bzip2-1.0.5,/Users/tamada/researches/2026snpd_tamada_experiments/experiments/experiment0/executables/bzip2-1.0.5,op-seq,2026-04-17T04:57:47.890829+00:00,3127708
matrix,,entry,_mySIGSEGVorSIGBUScatcher,_addFlagsFromEnvVar,_snocString,_usage,_mySignalCatcher,_compress,_uncompress,_testf,_showFileNames,_cleanUpAndFail,_cadvise,_outOfMemory,_panic,_uInt64_toAscii,_configError,_crcError,_compressedStreamEOF,_OUTLINED_FUNCTION_0,_OUTLINED_FUNCTION_1,_BZ2_blockSort,_fallbackSort,_mainGtU,_BZ2_hbMakeCodeLengths,_BZ2_hbAssignCodes,_BZ2_hbCreateDecodeTables,_BZ2_bsInitWrite,_BZ2_compressBlock,_bsPutUInt32,_BZ2_decompress,_BZ2_bzlibVersion,_BZ2_bzCompressInit,_default_bzalloc,_default_bzfree,_BZ2_bzCompress,_handle_compress,_BZ2_bzCompressEnd,_BZ2_bzDecompressInit,_BZ2_indexIntoF,_BZ2_bzDecompress,_BZ2_bzDecompressEnd,_BZ2_bzWriteOpen,_BZ2_bzWrite,_BZ2_bzWriteClose,_BZ2_bzWriteClose64,_BZ2_bzReadOpen,_BZ2_bzReadClose,_BZ2_bzRead,_BZ2_bzReadGetUnused,_BZ2_bzBuffToBuffCompress,_BZ2_bzBuffToBuffDecompress,_BZ2_bzopen,_bzopen_or_bzdopen,_BZ2_bzdopen,_BZ2_bzread,_BZ2_bzwrite,_BZ2_bzflush,_BZ2_bzclose,_BZ2_bzerror,_add_pair_to_block,_ioError,_main.cold.2,_main.cold.3,_BZ2_bz__AssertH__fail
0,entry,1,0.026907000195343533,0.06340719419417173,0.02152236848934974,0.0037807646611959234,0.005364916329183789,0.5848235322259026,0.6121880697427375,0.702598657818178,0.0051874425652248535,0.12117458236997036,0.0049324118608139456,0.0073576855631134475,0.0073576855631134475,0.05159840828899964,0.006242650569982633,0.009427759405897795,0.019000174149092275,0.0066487523174538765,0.0008131376864668471,0.1373753037405714,0.2945470597505139,0.08113866482009291,0.2334395524334244,0.010626946721570829,0.12097539804886781,0.001134467000814432,0.10877231763724404,0.0505778416078031,0.05345709150388711,0.0008915737660191159,0.0917980851078467,0.001140425934846201,0.0015378397727171533,0.028517116034490697,0.20017270423275846,0.012825992871904779,0.01660443689677127,0.006986182642906402,0.3020474982732295,0.012825992871904779,0.01870627104283651,0.029833508013834553,0.0008131376864668471,0.05550489054207042,0.024277159135139947,0.024729085130236306,0.03605954905921982,0.011296504048069589,0.1325223102930585,0.17159283003258008,0.0009995414006616077,0.15767672013347134,0.0009995414006616077,0.004500005032717969,0.0028685221196583788,0.0008915737660191159,0.03862750170249851,0.0026955284538733304,0.04426367830472977,0.009427759405897795,0.0019284625115122411,0.005364916329183789,0.006003593394599993
1,_mySIGSEGVorSIGBUScatcher,0.026907000195343533,1,0.37952076613446006,0.7590466653316716,0.26431540198803405,0.3409378184235602,0.011502858546009076,0.012134661220652543,0.04907791649810156,0.3049081195675263,0.34324871011242597,0.3323610483642011,0.4258692436172399,0.4258692436172399,0.40007111853860455,0.3844901388695632,0.5000670316791329,0.7901776350294232,0.4133105092379521,0.05970617706003423,0.0019155593458441977,0.10056385675106005,0.16018497364277628,0.13172352613758076,0.42853874625270083,0.12490649214490845,0.07381177282338236,0.0015528294913034202,0.22464042686331254,0.19577670935177438,0.07240390074593284,0.2772230386776884,0.07791299545381225,0.10599920851617306,0.3850552400417767,0.10743288090842318,0.3770085962742038,0.3596116657906978,0.36903035707184917,0.06301118644249404,0.3770085962742038,0.4423872157156772,0.31978461288666293,0.05970617706003423,0.23079890244756285,0.3718041836278667,0.3176641259489733,0.3106796112733047,0.337811408851872,0.27227555210193566,0.23369642814641722,0.07251131717609871,0.2628869118022755,0.07251131717609871,0.2817011370334771,0.19504855778064956,0.07240390074593284,0.4555382182305979,0.15340652575863012,0.22701630894496105,0.5000670316791329,0.13033209107327504,0.3409378184235602,0.372232273312738
2,_addFlagsFromEnvVar,0.06340719419417173,0.37952076613446006,1,0.35797295342721147,0.08404323998976537,0.10161479704286402,0.02525207463286283,0.02728925048301467,0.10919421436244647,0.11809418184919429,0.48987699698255927,0.11762078076079563,0.12575233456782509,0.12575233456782509,0.7012820643217724,0.12567227076765863,0.14951660318211957,0.29123588950664114,0.1363154539990704,0.018903334226350044,0.0048300359054698205,0.2941831431365113,0.38574421410383464,0.36841878262835837,0.2725508525827788,0.3998892992878921,0.031308804467246265,0.0035779367313906185,0.45822822483138725,0.41257588202086404,0.02433599292723676,0.5455762263000835,0.026758955604017864,0.03882599322198654,0.5458106424512329,0.31583228085574844,0.3080425824324493,0.3730437568015802,0.18233153816564085,0.1987874129697057,0.3080425824324493,0.4331154945391924,0.46829129671789826,0.018903334226350044,0.5209289816448794,0.5007604091531713,0.41671516048225765,0.4938108799606902,0.2642759003742242,0.559898783230378,0.44151985594541554,0.025522745381388212,0.45398690057393765,0.025522745381388212,0.11906868176033014,0.06877278519292851,0.02433599292723676,0.5122562875968697,0.08200701794235454,0.4311576736522901,0.14951660318211957,0.04594190883342164,0.10161479704286402,0.13236045453800016
3,_snocString,0.02152236848934974,0.7590466653316716,0.35797295342721147,1,0.29386250068219844,0.36191780097416093,0.0092142172575439,0.009721278177262649,0.03964600297607712,0.3205844133772291,0.27921278181398657,0.362054425272756,0.4486226329275258,0.4486226329275258,0.3863186662922048,0.4050941092220455,0.5221173836106452,0.7634859763758425,0.4171517532958503,0.07925698924688374,0.0015057253216630428,0.08952628163070253,0.16240127685676164,0.11739290046431128,0.45199541358936235,0.1272026716291017,0.09359757443742989,0.0012472228637182559,0.2362637949527817,0.21004209911365868,0.07925698924688374,0.2614350385278049,0.1021245977199643,0.1420317051567218,0.4308543678727703,0.10453971508537063,0.4193145391804426,0.41632163729197724,0.38402773028767934,0.06025032470469416,0.4193145391804426,0.5432219035193622,0.3779414009449611,0.07925698924688374,0.2578609277637286,0.4518600543870216,0.36017221521509724,0.360286095328867,0.43249712123362705,0.233208223823975,0.1941328157063441,0.09518897355763312,0.22453651594169977,0.09518897355763312,0.32595323684250843,0.22030856276009514,0.07925698924688374,0.4519913751074598,0.18628306693625285,0.24713681621448214,0.5221173836106452,0.17691151331988075,0.36191780097416093,0.41287502635237083
4,_usage,0.0037807646611959234,0.26431540198803405,0.08404323998976537,0.29386250068219844,1,0.8025469509178665,0.0015871843830025378,0.0016751971875994531,0.007035693174622604,0.634225295294389,0.057631882881649776,0.7340841592506012,0.6570357860010545,0.6570357860010545,0.09431548784842136,0.7417639936750071,0.5502953846534652,0.34337666569706593,0.6870333480744863,0.3204616905274479,0.00025625634634141026,0.016590231369883468,0.03586394976894014,0.02273353688139479,0.32442611376077424,0.026280775822025038,0.30901699437494745,0.0002124642650875863,0.05721949236844459,0.05082841516790437,0.36435011619153723,0.05279288493068046,0.34447596332676844,0.38761337731175904,0.12690436877912414,0.019692216805469065,0.2172720107540338,0.16245293183001053,0.45677636148150746,0.011490558257133188,0.2172720107540338,0.18483535180748267,0.09943617686437878,0.3204616905274479,0.057216685407059376,0.12869663805619802,0.11471549300574924,0.09020465875033612,0.2051236651134899,0.047601570832740636,0.037224800021680826,0.37574681510650565,0.043629479269242766,0.37574681510650565,0.6030978052856559,0.6148296117852735,0.36435011619153723,0.12616461160683679,0.4022161352507615,0.061904277391416795,0.5502953846534652,0.5027471669973729,0.8025469509178665,0.7486840210547169
5,_mySignalCatcher,0.005364916329183789,0.3409378184235602,0.10161479704286402,0.36191780097416093,0.8025469509178665,1,0.0023274104047043,0.0024409219215846267,0.010022276750919823,0.6265985772644386,0.08108648181301548,0.7069602397004671,0.8306867049815754,0.8306867049815754,0.11483265900459216,0.835222710216904,0.7067166683715433,0.44477704336235035,0.7593426953166605,0.25166852264521167,0.00036956909198171406,0.02126935624952686,0.04290678740705811,0.029037891331903487,0.340773262423986,0.03129539951988958,0.2612038749637414,0.00031203566236182034,0.06862485119554163,0.06080065974752402,0.2788897449072022,0.07203526488725254,0.28466372787299954,0.3293955346643598,0.1441862982837584,0.025458022868826702,0.24083221556810475,0.1859062329720057,0.44780409082612294,0.01417802361399978,0.24083221556810475,0.20614613159438522,0.1160108454433958,0.25166852264521167,0.06743807932211754,0.1481630573656776,0.13309303968844588,0.1046520686303517,0.2300955337660201,0.06262597357571609,0.05214828851786124,0.29676286505523675,0.06108412215723147,0.29676286505523675,0.5679574439879402,0.5405231786569591,0.2788897449072022,0.15956019336963467,0.37367627474946075,0.07386620938408528,0.7067166683715433,0.42094338220075955,1,0.7726195647677945
6,_compress,0.5848235322259026,0.011502858546009076,0.02525207463286283,0.0092142172575439,0.0015871843830025378,0.0023274104047043,1,0.9596305039694046,0.3780892384384563,0.00204675537717669,0.053713606020182936,0.0020214066997812363,0.0032425957919083315,0.0032425957919083315,0.020889496966529086,0.0026232316157530633,0.004192611043471239,0.008249316130250817,0.0027998665322387373,0.00034720138661448186,0.28332355414058064,0.13337561398309494,0.035715882404457444,0.1043897656626912,0.003947165725130541,0.05323340384392261,0.0004854036044434906,0.23848498648450078,0.021609634251251952,0.02377100330122328,0.0003549106966438398,0.04191617502210021,0.0004890825076945271,0.0006507998774949453,0.011611936683723179,0.0957009247862034,0.005277982464571784,0.006849457145453597,0.0026054388338753176,0.15190777217599438,0.005277982464571784,0.00751014983899434,0.012604071430887154,0.00034720138661448186,0.023732200184125918,0.009950124380150971,0.010583844084594562,0.015185145251930043,0.004781985336426264,0.05629788680216985,0.07651031850209666,0.00042574790069016544,0.07199111371272982,0.00042574790069016544,0.001800818819513994,0.0011477451101986613,0.0003549106966438398,0.016577282430503493,0.0011442788112526747,0.019365374127079837,0.004192611043471239,0.0008183833572291688,0.0023274104047043,0.002478223937503854
7,_uncompress,0.6121880697427375,0.012134661220652543,0.02728925048301467,0.009721278177262649,0.0016751971875994531,0.0024409219215846267,0.9596305039694046,1,0.3954094488491099,0.0022018359190618675,0.056622597961251464,0.002143730480486661,0.0033914194392121733,0.0033914194392121733,0.022456198322544196,0.0027730366426994557,0.004378435204546283,0.00867515537285446,0.002951013937889213,0.00036580788205886616,0.27494416763135676,0.142924247297879,0.03788919221814746,0.11137734334519755,0.004317166081461266,0.05696479737326943,0.0005127625720385831,0.22845278212238895,0.02304218233238986,0.025123512263906633,0.00037785276986856964,0.04397391069681167,0.000514823409372589,0.0006882357781808901,0.012436088071194562,0.10098173378421915,0.005624741302292291,0.007317807089803674,0.0028361075388476653,0.16133594181670108,0.005624741302292291,0.00806272515166484,0.013425014069662011,0.00036580788205886616,0.025309844958953942,0.010666746932242122,0.011229118624354606,0.01619036650500094,0.005079269996347002,0.06015694313524356,0.08093501073930853,0.0004499320322555178,0.07557815115413791,0.0004499320322555178,0.0019289793899351926,0.0012285238694618172,0.00037785276986856964,0.01758180719633129,0.0012122273309320697,0.02049766622175786,0.004378435204546283,0.000863740586542594,0.0024409219215846267,0.002630455411805954
8,_testf,0.702598657818178,0.04907791649810156,0.10919421436244647,0.03964600297607712,0.007035693174622604,0.010022276750919823,0.3780892384384563,0.3954094488491099,1,0.009308005940145803,0.2112327564837061,0.009117541943353569,0.01375592423172245,0.01375592423172245,0.08987646327218113,0.011527204244793698,0.017621596375973048,0.035045116189018954,0.012317343797700664,0.0014991776562098824,0.0768391354387824,0.43871415491620747,0.13585858685175978,0.36616080255716643,0.018582869732506113,0.19403550410657333,0.002107879792202283,0.06161986770395966,0.08770198337090784,0.09346472704858955,0.001624624287678622,0.16202129417562094,0.0020953433540380484,0.0028358635686044353,0.05129050406862323,0.31501825056328836,0.02341992932965853,0.030125872533218412,0.012337742480887592,0.4102216773887435,0.02341992932965853,0.03387019074601649,0.05373477393269377,0.0014991776562098824,0.09698397146817761,0.043732172729255,0.04493890915259535,0.06456951092701724,0.020836823842263374,0.22436145038606048,0.29102802093311764,0.0018624896662641222,0.27331020717904964,0.0018624896662641222,0.008264874248294252,0.005218062168667492,0.001624624287678622,0.06963503101364821,0.005033300678548125,0.07800930218178026,0.017621596375973048,0.0035618107295745105,0.010022276750919823,0.01106772710121362
9,_showFileNames,0.0051874425652248535,0.3049081195675263,0.11809418184919429,0.3205844133772291,0.634225295294389,0.6265985772644386,0.00204675537717669,0.0022018359190618675,0.009308005940145803,1,0.07609764674583164,0.6646645379986185,0.5626706934046567,0.5626706934046567,0.1303946032482658,0.6961419190655196,0.49589896412040557,0.3837550284609872,0.6114537099234484,0.2357900766327069,0.0003758881565869565,0.02415321211830479,0.045847560367086704,0.030574869074812994,0.5017912499512474,0.03347930662173426,0.2708131845707603,0.0002800149123207696,0.07375610477925143,0.058732291768160305,0.2946661793642723,0.06365404925594731,0.2708131845707603,0.36507623307909454,0.1547877140611854,0.02472239006866417,0.2625207952709696,0.19968004874402734,0.6021922524897403,0.014968968544955219,0.2625207952709696,0.22547517239671366,0.12526794954326348,0.2357900766327069,0.07273504546570997,0.16398072065005687,0.13616790804606393,0.11025497796010919,0.25217245866902405,0.06893548872552047,0.05224411301259324,0.2835654011859956,0.054265906516427154,0.2835654011859956,0.6460566826899253,0.6365945619875063,0.2946661793642723,0.16149938321695856,0.3962866467222588,0.07333643961345171,0.49589896412040557,0.37056331761553873,0.6265985772644386,0.6816942671462833
