result,108986369084,0.9329251842057282
left,birthmark,bzip2-1.0.6,/Users/tamada/researches/2026snpd_tamada_experiments/experiments/experiment0/executables/bzip2-1.0.6,op-seq,2026-04-17T04:57:47.828330+00:00,3908292
right,birthmark,bzip2-1.0.1,/Users/tamada/researches/2026snpd_tamada_experiments/experiments/experiment0/executables/bzip2-1.0.1,op-seq,2026-04-17T04:57:54.745901+00:00,4045000
matrix,,entry,_mySIGSEGVorSIGBUScatcher,_addFlagsFromEnvVar,_snocString,_usage,_mySignalCatcher,_compress,_uncompress,_testf,_showFileNames,_cleanUpAndFail,_cadvise,_outOfMemory,_panic,_setInterimPermissions,_pad,_copyDatePermissionsAndOwner,_uInt64_toAscii,_configError,_crcError,_OUTLINED_FUNCTION_0,_OUTLINED_FUNCTION_1,_BZ2_blockSort,_fallbackSort,_mainGtU,_BZ2_hbMakeCodeLengths,_BZ2_hbAssignCodes,_BZ2_hbCreateDecodeTables,_BZ2_bsInitWrite,_BZ2_compressBlock,_bsPutUInt32,_BZ2_decompress,_BZ2_bzlibVersion,_BZ2_bzCompressInit,_default_bzalloc,_default_bzfree,_BZ2_bzCompress,_handle_compress,_BZ2_bzCompressEnd,_BZ2_bzDecompressInit,_BZ2_indexIntoF,_BZ2_bzDecompress,_BZ2_bzDecompressEnd,_BZ2_bzWriteOpen,_BZ2_bzWrite,_BZ2_bzWriteClose,_BZ2_bzWriteClose64,_BZ2_bzReadOpen,_BZ2_bzReadClose,_BZ2_bzRead,_BZ2_bzReadGetUnused,_BZ2_bzBuffToBuffCompress,_BZ2_bzBuffToBuffDecompress,_BZ2_bzopen,_bzopen_or_bzdopen,_BZ2_bzdopen,_BZ2_bzread,_BZ2_bzwrite,_BZ2_bzflush,_BZ2_bzclose,_BZ2_bzerror,_add_pair_to_block,_ioError,_compressedStreamEOF,_main.cold.2,_main.cold.3,_BZ2_bz__AssertH__fail
0,entry,0.9901242433896146,0.03601895734597156,0.09687964338781575,0.03901825047199497,0.006414368184733804,0.007692307692307693,0.5535595475715236,0.5518449578451768,0.5542810323637853,0.009606147934678195,0.12920673076923078,0.008968609865470852,0.009606147934678195,0.009606147934678195,0.07387706855791962,0.010243277848911651,0.011516314779270634,0.02729292288162488,0.008968609865470852,0.0012861736334405145,0.13186535693543092,0.23870682019486272,0.08725212464589235,0.19410824389129938,0.022864401397268974,0.0956133438402942,0.002570694087403599,0.10297743220178267,0.050959232613908875,0.04219409282700422,0.0012861736334405145,0.08675263774912075,0.0012853470437017994,0.0032123353678123997,0.06392132759680394,0.15395858708891597,0.029067930489731438,0.032015065913371,0.012132822477650063,0.18793235972328978,0.029067930489731438,0.04063769928102532,0.053390610616753605,0.0012861736334405145,0.08419193405946424,0.050170331371941775,0.04541213063763608,0.061510353227771014,0.0253324889170361,0.16385954895803598,0.1765375854214123,0.0019286403085824494,0.17044476327116212,0.0019286403085824494,0.010873041253597697,0.005774783445620789,0.0012861736334405145,0.06294353594569577,0.007046764894298526,0.04847016055740685,0.011516314779270634,0.0032123353678123997,0.007692307692307693,0.011516314779270634,0,0,0
1,_mySIGSEGVorSIGBUScatcher,0.03532692903625659,1,0.24203821656050956,0.5039370078740157,0.29850746268656714,0.34782608695652173,0.019105077928607342,0.018743834265044394,0.0622610595303113,0.3055555555555556,0.36101083032490977,0.39436619718309857,0.4166666666666667,0.4166666666666667,0.21021021021021022,0.3835616438356164,0.48,0.62,0.39436619718309857,0.06779661016949153,0.003119015047879617,0.07508532423208192,0.10438413361169102,0.07981927710843373,0.32653061224489793,0.07407407407407407,0.06557377049180328,0.0022544737212906864,0.09824561403508772,0.06741573033707865,0.06779661016949153,0.1772853185595568,0.06557377049180328,0.16129032258064516,0.16748768472906403,0.08918406072106262,0.24561403508771928,0.17777777777777778,0.2962962962962963,0.046446818392940084,0.24561403508771928,0.24324324324324326,0.16346153846153846,0.06779661016949153,0.13872832369942195,0.21348314606741572,0.14634146341463414,0.17167381974248927,0.205607476635514,0.1902654867256637,0.17787418655097614,0.06666666666666667,0.2304147465437788,0.06666666666666667,0.3157894736842105,0.24242424242424243,0.06779661016949153,0.3368421052631579,0.11267605633802817,0.088,0.48,0.16129032258064516,0.34782608695652173,0.4266666666666667,0,0,0
2,_addFlagsFromEnvVar,0.09512693317770644,0.24203821656050956,1,0.26299694189602446,0.0749063670411985,0.08178438661710037,0.04572725798605481,0.057943330149633876,0.14869522402757263,0.10294117647058823,0.2976939203354298,0.08856088560885608,0.09558823529411764,0.09558823529411764,0.4165103189493433,0.10256410256410256,0.10909090909090909,0.2,0.0959409594095941,0.015444015444015444,0.012027210884353741,0.24024024024024024,0.24153166421207659,0.2526178010471204,0.2214765100671141,0.2803347280334728,0.03065134099616858,0.009302512079231742,0.2556701030927835,0.22698072805139186,0.015444015444015444,0.33868092691622104,0.03065134099616858,0.030534351145038167,0.3325062034739454,0.24720893141945774,0.24203821656050956,0.2626865671641791,0.15658362989323843,0.17254568635784107,0.24203821656050956,0.28160919540229884,0.28431372549019607,0.015444015444015444,0.304029304029304,0.30687830687830686,0.25824175824175827,0.2956120092378753,0.20195439739413681,0.3282208588957055,0.2874432677760968,0.015384615384615385,0.3312302839116719,0.015384615384615385,0.13043478260869565,0.06766917293233082,0.015444015444015444,0.3128205128205128,0.08856088560885608,0.25333333333333335,0.10909090909090909,0.03816793893129771,0.08178438661710037,0.10909090909090909,0,0,0
3,_snocString,0.03827160493827161,0.5039370078740157,0.26299694189602446,1,0.25,0.2682926829268293,0.020066889632107024,0.0206726825266612,0.06399132321041215,0.25882352941176473,0.2689655172413793,0.2619047619047619,0.32941176470588235,0.32941176470588235,0.2023121387283237,0.27906976744186046,0.38636363636363635,0.49557522123893805,0.2857142857142857,0.05555555555555555,0.0033914066132428957,0.08254397834912043,0.10569105691056911,0.08351976137211037,0.25225225225225223,0.08842652795838751,0.10810810810810811,0.0027368590517588345,0.1476510067114094,0.11428571428571428,0.05555555555555555,0.18716577540106952,0.08108108108108109,0.13333333333333333,0.24074074074074073,0.10121836925960637,0.28346456692913385,0.22972972972972974,0.2553191489361702,0.05263157894736842,0.28346456692913385,0.3105590062111801,0.28054298642533937,0.05555555555555555,0.20055710306406685,0.2931937172774869,0.23728813559322035,0.2601626016260163,0.35,0.15913978494623657,0.16033755274261605,0.0821917808219178,0.22371364653243847,0.0821917808219178,0.2696629213483146,0.20253164556962025,0.05555555555555555,0.3448275862068966,0.11904761904761904,0.16730038022813687,0.38636363636363635,0.13333333333333333,0.2682926829268293,0.29545454545454547,0,0,0
4,_usage,0.006289308176100629,0.29850746268656714,0.0749063670411985,0.25,1,0.7272727272727273,0.0033783783783783786,0.0033140016570008283,0.011210762331838564,0.64,0.08695652173913043,0.75,0.64,0.64,0.055944055944055944,0.6923076923076923,0.5714285714285714,0.37735849056603776,0.6666666666666666,0.3333333333333333,0.0005479001725885544,0.014104372355430184,0.027777777777777776,0.0156128024980484,0.1568627450980392,0.014104372355430184,0.2857142857142857,0.00040296582849774337,0.025210084033613446,0.05454545454545454,0.3333333333333333,0.044585987261146494,0.2857142857142857,0.26666666666666666,0.07692307692307693,0.019860973187686197,0.1791044776119403,0.11363636363636363,0.29411764705882354,0.008547008547008548,0.1791044776119403,0.1188118811881188,0.08695652173913043,0.3333333333333333,0.046822742474916385,0.10687022900763359,0.06837606837606838,0.06451612903225806,0.1,0.03950617283950617,0.043478260869565216,0.3076923076923077,0.05167958656330749,0.3076923076923077,0.4827586206896552,0.5263157894736842,0.3333333333333333,0.11188811188811189,0.25,0.03940886699507389,0.5714285714285714,0.5333333333333333,0.7272727272727273,0.6428571428571429,0,0,0
5,_mySignalCatcher,0.00754242614707731,0.34782608695652173,0.08178438661710037,0.2682926829268293,0.7272727272727273,1,0.004052684903748734,0.003975484512174921,0.013437849944008958,0.6666666666666666,0.10344827586206896,0.6923076923076923,0.8888888888888888,0.8888888888888888,0.06944444444444445,0.8571428571428571,0.8,0.43636363636363634,0.6923076923076923,0.2857142857142857,0.0006574441857279824,0.016901408450704224,0.02304147465437788,0.018706157443491817,0.1509433962264151,0.014064697609001406,0.25,0.00048353950920739815,0.025,0.04504504504504504,0.2857142857142857,0.05063291139240506,0.25,0.23529411764705882,0.0759493670886076,0.02180376610505451,0.17391304347826086,0.1111111111111111,0.2777777777777778,0.009487666034155597,0.17391304347826086,0.11650485436893204,0.0736196319018405,0.2857142857142857,0.053156146179401995,0.09022556390977443,0.06722689075630252,0.06382978723404255,0.0967741935483871,0.04914004914004914,0.04807692307692308,0.26666666666666666,0.061696658097686374,0.26666666666666666,0.45161290322580644,0.47619047619047616,0.2857142857142857,0.12413793103448276,0.23076923076923078,0.03902439024390244,0.8,0.47058823529411764,1,0.6666666666666666,0,0,0
6,_compress,0.6235089130143412,0.02621895124195032,0.06112576956904134,0.027975235037835357,0.0046500813764240876,0.005577504066930049,0.7836486618958926,0.7184955409073284,0.4804616652926628,0.006967022758941012,0.09532254489026823,0.0065040650406504065,0.006967022758941012,0.006967022758941012,0.047733742062623166,0.007429765498026469,0.008354606637270829,0.019843101061375174,0.0065040650406504065,0.0009317493594223154,0.19282071400549236,0.17617125811545886,0.05516656057712709,0.14023732470334413,0.014773776546629732,0.06492985971943888,0.0013969732246798604,0.1478307643796487,0.0349634874972339,0.02888247056209731,0.0009317493594223154,0.06311207834602829,0.0013969732246798604,0.0023277467411545625,0.03966644128915934,0.11422087745839637,0.020699172033118676,0.021057450217441064,0.008342989571263035,0.1330828244872397,0.020699172033118676,0.02647193062528526,0.037370553804592525,0.0009317493594223154,0.05720524017467249,0.03218495013599275,0.0286493860845839,0.04253413924334005,0.01520387007601935,0.11224925309432351,0.12949946751863683,0.0013972985561248254,0.12210796915167095,0.0013972985561248254,0.00788863109048724,0.004186046511627907,0.0009317493594223154,0.042495479204339964,0.003716608594657375,0.031222123104371096,0.008354606637270829,0.0023277467411545625,0.005577504066930049,0.008354606637270829,0,0,0
7,_uncompress,0.6343334703384025,0.027233635929288104,0.08071135430916553,0.03000714455822815,0.004832085044696787,0.005795701521371649,0.661619683235382,0.7565491431948,0.5610706420464171,0.00723938223938224,0.09979305587491377,0.006758387641805455,0.00723938223938224,0.00723938223938224,0.06628830874006811,0.007720144752714113,0.008680974198215577,0.020613614573346116,0.006758387641805455,0.0009682885499878964,0.17640687312293832,0.2080549033772801,0.07075368050977807,0.16185185185185186,0.016786570743405275,0.08989229494614748,0.0019356399709654004,0.1358486353742256,0.04636217580904292,0.04102327725282323,0.0009682885499878964,0.07579517256936612,0.0014517299782240503,0.0024189646831156266,0.04912280701754386,0.12875536480686695,0.022455805064500716,0.026622296173044926,0.00963159162051529,0.157429718875502,0.022455805064500716,0.03222748815165877,0.04813084112149533,0.0009682885499878964,0.07333635129017656,0.039058823529411764,0.03777148253068933,0.053426248548199766,0.01866475233309404,0.1348364279398762,0.14295168762409,0.001452081316553727,0.13581890812250333,0.001452081316553727,0.008678881388621022,0.0043499275012083135,0.0009682885499878964,0.05021116846550915,0.005310161718561429,0.04072188801480796,0.008680974198215577,0.0024189646831156266,0.005795701521371649,0.008680974198215577,0,0,0
8,_testf,0.5320723684210527,0.06510565391205025,0.15786776012301384,0.06802721088435375,0.011737089201877934,0.01406799531066823,0.3737506575486586,0.40601114133955174,0.895040369088812,0.017554125219426564,0.22152560083594566,0.01639344262295082,0.017554125219426564,0.017554125219426564,0.13908629441624365,0.01871345029239766,0.02102803738317757,0.04951065054691998,0.01639344262295082,0.0023584905660377358,0.0776180375520465,0.3152804642166344,0.1275992438563327,0.2596964586846543,0.03919308357348703,0.15796071876305892,0.004711425206124852,0.05701925325434562,0.09053069719042664,0.07983193277310924,0.0023584905660377358,0.14814814814814814,0.002355712603062426,0.005885815185403178,0.10543478260869565,0.20884429580081754,0.05025699600228441,0.060948081264108354,0.02211874272409779,0.22110817941952507,0.05025699600228441,0.07058823529411765,0.0986449864498645,0.0023584905660377358,0.13212304589006554,0.0859504132231405,0.08106607440310938,0.10588235294117647,0.04472477064220184,0.25658209669698423,0.28789323164918973,0.0035356511490866236,0.26460647030420087,0.0035356511490866236,0.021015761821366025,0.010569583088667059,0.0023584905660377358,0.10727969348659004,0.01288056206088993,0.08161102278749338,0.02102803738317757,0.005885815185403178,0.01406799531066823,0.02102803738317757,0,0,0
9,_showFileNames,0.009419152276295133,0.3055555555555556,0.10294117647058823,0.25882352941176473,0.64,0.6666666666666666,0.005063291139240506,0.004966887417218543,0.016769144773616546,1,0.11063829787234042,0.7586206896551724,0.6,0.6,0.08247422680412371,0.6451612903225806,0.5454545454545454,0.3793103448275862,0.5517241379310345,0.23529411764705882,0.0008217377013257369,0.019676739283204497,0.04576659038901602,0.02177293934681182,0.2857142857142857,0.03081232492997199,0.21052631578947367,0.0005640953321111268,0.05761316872427984,0.05333333333333334,0.23529411764705882,0.06269592476489028,0.21052631578947367,0.4,0.09937888198757763,0.02766798418972332,0.25,0.17204301075268819,0.3076923076923077,0.01231643770724775,0.25,0.16981132075471697,0.12048192771084337,0.23529411764705882,0.07236842105263158,0.1323529411764706,0.09836065573770492,0.08376963350785341,0.15384615384615385,0.06341463414634146,0.057279236276849645,0.2222222222222222,0.0663265306122449,0.2222222222222222,0.4117647058823529,0.4166666666666667,0.23529411764705882,0.16216216216216217,0.27586206896551724,0.057692307692307696,0.5454545454545454,0.3,0.6666666666666666,0.48484848484848486,0,0,0
